shared name,IDs,cor,cor_pval,r2,r2_pval
125,597.269 1165 1 (ID: 1),-0.0986400893,0.7372581323,0.0097298672,0.7372581323
126,597.271 1213 1 (ID: 89),-0.1110936659,0.7053611627,0.0123418026,0.7053611627
127,597.271 1037 1 (ID: 241),-0.1049325320,0.7210888361,0.0110108363,0.7210888361
128,597.271 1306 1 (ID: 97),-0.1019036598,0.7288588723,0.0103843559,0.7288588723
129,597.271 896 1 (ID: 188),0.1253691819,0.6693461579,0.0157174318,0.6693461579
130,598.265 597 1 (ID: 785),-0.1376264559,0.6389382484,0.0189410414,0.6389382484
131,598.270 1168 1 (ID: 465),-0.0972169637,0.7409293593,0.0094511380,0.7409293593
132,605.305 1225 1 (ID: 928),-0.1697048050,0.5619080275,0.0287997208,0.5619080275
133,605.310 1625 1 (ID: 360),-0.1900951575,0.5150891347,0.0361361689,0.5150891347
134,605.310 1680 1 (ID: 1073),-0.1858077183,0.5247851268,0.0345245082,0.5247851268
135,605.310 1117 1 (ID: 425),-0.0932563226,0.7511733920,0.0086967417,0.7511733920
136,609.269 999 1 (ID: 488),-0.0775463754,0.7921683285,0.0060134403,0.7921683285
137,613.266 824 1 (ID: 107),0.9102382528,0.0000062087,0.8285336769,0.0000062087
138,613.266 874 1 (ID: 372),0.9131680256,0.0000051210,0.8338758430,0.0000051210
139,615.279 823 1 (ID: 508),0.0213031851,0.9423752073,0.0004538257,0.9423752073
140,615.326 1718 1 (ID: 552),0.1221411731,0.6774354806,0.0149184662,0.6774354806
141,619.272 729 1 (ID: 17),-0.0235440034,0.9363244900,0.0005543201,0.9363244900
142,621.291 557 1 (ID: 737),-0.1301160264,0.6575111673,0.0169301803,0.6575111673
143,621.291 1039 1 (ID: 271),-0.0734790946,0.8028681617,0.0053991773,0.8028681617
144,621.292 435 1 (ID: 868),-0.1735553369,0.5529319606,0.0301214550,0.5529319606
145,625.301 1176 1 (ID: 74),-0.1134380152,0.6994049208,0.0128681833,0.6994049208
146,625.301 1531 1 (ID: 359),-0.1960852322,0.5016796466,0.0384494183,0.5016796466
147,629.309 1564 1 (ID: 926),-0.2210933333,0.4474917793,0.0488822620,0.4474917793
148,631.311 1040 1 (ID: 496),-0.0782895916,0.7902167559,0.0061292602,0.7902167559
149,631.324 1759 1 (ID: 1077),-0.1959918220,0.5018875155,0.0384127943,0.5018875155
150,631.468 1240 1 (ID: 1049),-0.1778973002,0.5428842954,0.0316474494,0.5428842954
151,633.337 1880 1 (ID: 1086),-0.2256881412,0.4378624272,0.0509351371,0.4378624272
152,635.244 877 1 (ID: 464),-0.1011475959,0.7308022319,0.0102308362,0.7308022319
153,635.268 454 1 (ID: 801),-0.1500188910,0.6087221449,0.0225056677,0.6087221449
154,637.263 823 1 (ID: 528),0.0032565220,0.9911846491,0.0000106049,0.9911846491
155,637.283 644 1 (ID: 706),-0.0739268887,0.8016885373,0.0054651849,0.8016885373
156,639.280 895 1 (ID: 140),0.1206559003,0.6811684865,0.0145578463,0.6811684865
157,641.294 836 1 (ID: 375),0.9241186818,0.0000023368,0.8539953381,0.0000023368
158,641.294 742 1 (ID: 100),0.8295881610,0.0002423149,0.6882165169,0.0002423149
159,641.294 776 1 (ID: 544),0.2043453314,0.4834561699,0.0417570145,0.4834561699
160,643.306 1115 1 (ID: 1111),-0.0713995181,0.8083514705,0.0050978912,0.8083514705
161,643.311 1170 1 (ID: 1197),-0.0580939467,0.8436188719,0.0033749066,0.8436188719
162,647.307 997 1 (ID: 157),0.9124461151,0.0000053732,0.8325579130,0.0000053732
163,649.321 1409 1 (ID: 1163),-0.0618551587,0.8336190140,0.0038260607,0.8336190140
164,649.322 913 1 (ID: 452),-0.0554638307,0.8506246303,0.0030762365,0.8506246303
165,651.277 1006 1 (ID: 395),-0.1302247971,0.6572408365,0.0169584978,0.6572408365
166,657.265 984 1 (ID: 514),0.2262132348,0.4367686268,0.0511724276,0.4367686268
167,657.284 803 1 (ID: 515),0.2270910855,0.4349430698,0.0515703611,0.4349430698
168,658.285 471 1 (ID: 865),-0.1662314109,0.5700569539,0.0276328820,0.5700569539
169,659.307 838 1 (ID: 272),0.0305321826,0.9174766990,0.0009322142,0.9174766990
170,661.282 435 1 (ID: 852),-0.1677621388,0.5664596872,0.0281441352,0.5664596872
171,661.287 945 1 (ID: 163),0.9091680974,0.0000066505,0.8265866293,0.0000066505
172,661.301 1080 1 (ID: 504),-0.0809477440,0.7832462732,0.0065525373,0.7832462732
173,663.297 712 1 (ID: 655),0.0693537516,0.8137536233,0.0048099429,0.8137536233
174,664.312 647 1 (ID: 120),-0.2163755217,0.4574864888,0.0468183664,0.4574864888
175,664.312 613 1 (ID: 732),-0.2040450839,0.4841130558,0.0416343962,0.4841130558
176,665.290 906 1 (ID: 276),0.0084246298,0.9771969615,0.0000709744,0.9771969615
177,665.290 1095 1 (ID: 1109),-0.0961148313,0.7437760519,0.0092380608,0.7437760519
178,665.291 1176 1 (ID: 21),-0.0441010522,0.8810031519,0.0019449028,0.8810031519
179,666.296 1191 1 (ID: 365),0.0014913680,0.9959628352,0.0000022242,0.9959628352
180,667.311 1164 1 (ID: 4),-0.0949978074,0.7466643148,0.0090245834,0.7466643148
181,667.311 1086 1 (ID: 558),0.1129359513,0.7006791662,0.0127545291,0.7006791662
182,667.311 1239 1 (ID: 238),-0.1184240388,0.6867906820,0.0140242530,0.6867906820
183,669.289 697 1 (ID: 154),0.9087507303,0.0000068296,0.8258278899,0.0000068296
184,671.322 1325 1 (ID: 443),-0.0693908245,0.8136556574,0.0048150865,0.8136556574
185,671.322 1431 1 (ID: 1184),-0.0632265776,0.8299785813,0.0039976001,0.8299785813
186,673.285 623 1 (ID: 645),-0.0765991848,0.7946571457,0.0058674351,0.7946571457
187,675.263 460 1 (ID: 339),-0.2007947721,0.4912509363,0.0403185405,0.4912509363
188,675.296 878 1 (ID: 448),-0.0837223327,0.7759865528,0.0070094290,0.7759865528
189,677.281 582 1 (ID: 215),-0.0690925782,0.8144438500,0.0047737844,0.8144438500
190,677.350 1087 1 (ID: 588),0.0909301885,0.7572077617,0.0082682992,0.7572077617
191,678.289 721 1 (ID: 821),-0.1672114331,0.5677527760,0.0279596634,0.5677527760
192,678.290 785 1 (ID: 330),-0.2028680037,0.4866923364,0.0411554269,0.4866923364
193,679.272 896 1 (ID: 191),0.1708268288,0.5592861484,0.0291818054,0.5592861484
194,679.296 732 1 (ID: 25),-0.0358439356,0.9031767992,0.0012847877,0.9031767992
195,679.305 1346 1 (ID: 1135),-0.1700092683,0.5611960657,0.0289031513,0.5611960657
196,679.312 861 1 (ID: 535),0.1057974125,0.7188746850,0.0111930925,0.7188746850
197,680.303 672 1 (ID: 824),-0.1662274439,0.5700662888,0.0276315631,0.5700662888
198,680.303 621 1 (ID: 838),-0.1715852844,0.5575167618,0.0294415098,0.5575167618
199,680.303 463 1 (ID: 346),-0.1118856647,0.7033471731,0.0125184020,0.7033471731
200,680.303 395 1 (ID: 984),0.2271365846,0.4348485555,0.0515910281,0.4348485555
201,681.290 558 1 (ID: 214),0.9034696938,0.0000094602,0.8162574877,0.0000094602
202,681.290 742 1 (ID: 106),0.8373433238,0.0001865220,0.7011438418,0.0001865220
203,681.290 1076 1 (ID: 48),0.0324952404,0.9121889834,0.0010559407,0.9121889834
204,681.290 839 1 (ID: 267),0.0013570521,0.9963264289,0.0000018416,0.9963264289
205,681.310 462 1 (ID: 348),-0.1173353367,0.6895386810,0.0137675812,0.6895386810
206,683.283 1400 1 (ID: 361),-0.1919249872,0.5109757793,0.0368352007,0.5109757793
207,683.303 823 1 (ID: 3),0.9136824995,0.0000049473,0.8348157099,0.0000049473
208,683.303 969 1 (ID: 49),0.1543914432,0.5981945705,0.0238367177,0.5981945705
209,683.303 786 1 (ID: 124),-0.0803870431,0.7847153619,0.0064620767,0.7847153619
210,684.310 823 1 (ID: 5),0.9136215840,0.0000049676,0.8347043988,0.0000049676
211,685.319 1098 1 (ID: 169),-0.1064071075,0.7173150555,0.0113224725,0.7173150555
212,688.332 589 1 (ID: 43),-0.1538401949,0.5995178206,0.0236668056,0.5995178206
213,688.332 502 1 (ID: 887),-0.1586185439,0.5880861485,0.0251598425,0.5880861485
214,688.332 763 1 (ID: 803),-0.1270226617,0.6652153803,0.0161347566,0.6652153803
215,688.332 425 1 (ID: 350),0.1898280911,0.5156907312,0.0360347042,0.5156907312
216,689.316 895 1 (ID: 284),0.3041120341,0.2904682198,0.0924841293,0.2904682198
217,689.316 1230 1 (ID: 149),0.1224264758,0.6767192001,0.0149882420,0.6767192001
218,689.316 1044 1 (ID: 390),-0.1218057394,0.6782779442,0.0148366381,0.6782779442
219,689.316 1011 1 (ID: 57),0.0410104170,0.8892940816,0.0016818543,0.8892940816
220,691.269 1001 1 (ID: 437),-0.0765594189,0.7947616736,0.0058613446,0.7947616736
221,691.331 1040 1 (ID: 79),-0.0679316925,0.8175133369,0.0046147148,0.8175133369
222,693.285 1037 1 (ID: 105),-0.1201496067,0.6824425345,0.0144359280,0.6824425345
223,693.292 937 1 (ID: 274),-0.0430295105,0.8838764250,0.0018515388,0.8838764250
224,694.287 496 1 (ID: 900),-0.1595975811,0.5857547694,0.0254713879,0.5857547694
225,694.287 467 1 (ID: 897),-0.1592803374,0.5865098130,0.0253702259,0.5865098130
226,694.321 546 1 (ID: 815),-0.1703051525,0.5605045291,0.0290038450,0.5605045291
227,695.290 443 1 (ID: 308),-0.1602405508,0.5842256980,0.0256770341,0.5842256980
228,695.304 887 1 (ID: 150),0.1993135181,0.4945200475,0.0397258785,0.4945200475
229,695.304 1021 1 (ID: 391),-0.1454032533,0.6199118549,0.0211421061,0.6199118549
230,696.296 431 1 (ID: 793),-0.1596495873,0.5856310315,0.0254879907,0.5856310315
231,697.282 906 1 (ID: 221),0.1417420557,0.6288425613,0.0200908104,0.6288425613
232,697.323 1104 1 (ID: 590),0.1085317995,0.7118880193,0.0117791515,0.7118880193
233,697.323 1000 1 (ID: 593),0.1300438808,0.6576904944,0.0169114109,0.6576904944
234,697.324 964 1 (ID: 67),0.4393901683,0.1159566183,0.1930637200,0.1159566183
235,698.293 744 1 (ID: 315),-0.2155434843,0.4592603680,0.0464589936,0.4592603680
236,699.277 1272 1 (ID: 1189),-0.0639949487,0.8279403201,0.0040953535,0.8279403201
237,700.368 1248 1 (ID: 576),0.1238186291,0.6732277143,0.0153310529,0.6732277143
238,701.293 861 1 (ID: 586),0.1032518765,0.7253972240,0.0106609500,0.7253972240
239,701.314 827 1 (ID: 198),0.9187790471,0.0000034728,0.8441549374,0.0000034728
240,702.312 640 1 (ID: 828),-0.1648496574,0.5733122215,0.0271754096,0.5733122215
241,703.290 730 1 (ID: 133),0.9094068456,0.0000065497,0.8270208109,0.0000065497
242,703.290 558 1 (ID: 55),-0.1314947260,0.6540875351,0.0172908630,0.6540875351
243,703.331 1116 1 (ID: 283),-0.1119469345,0.7031914439,0.0125321162,0.7031914439
244,703.332 1204 1 (ID: 1171),-0.0547298824,0.8525814770,0.0029953600,0.8525814770
245,705.274 534 1 (ID: 761),-0.1331485809,0.6499889581,0.0177285446,0.6499889581
246,705.310 624 1 (ID: 802),-0.1262364144,0.6671785170,0.0159356323,0.6671785170
247,706.323 934 1 (ID: 35),-0.0050486718,0.9863336684,0.0000254891,0.9863336684
248,706.324 957 1 (ID: 708),-0.1390139046,0.6355281910,0.0193248657,0.6355281910
249,707.303 1165 1 (ID: 2),-0.0308968954,0.9164940581,0.0009546181,0.9164940581
250,707.303 1360 1 (ID: 1112),-0.1093139939,0.7098932576,0.0119495493,0.7098932576
251,707.303 1240 1 (ID: 138),-0.1175322599,0.6890413613,0.0138138321,0.6890413613
252,707.324 1127 1 (ID: 603),0.1777425733,0.5432409832,0.0315924224,0.5432409832
253,708.306 1176 1 (ID: 418),-0.0291330875,0.9212472663,0.0008487368,0.9212472663
254,709.284 970 1 (ID: 503),-0.0631203078,0.8302605622,0.0039841733,0.8302605622
255,709.284 697 1 (ID: 155),0.9085288369,0.0000069264,0.8254246475,0.0000069264
256,709.319 1212 1 (ID: 540),0.1291911867,0.6598112673,0.0166903627,0.6598112673
257,709.319 1053 1 (ID: 601),0.1310663118,0.6551507142,0.0171783781,0.6551507142
258,709.319 1011 1 (ID: 605),0.3108726638,0.2793304671,0.0966418131,0.2793304671
259,709.340 1040 1 (ID: 436),-0.0756329390,0.7971979042,0.0057203415,0.7971979042
260,710.312 429 1 (ID: 937),0.2735068431,0.3440616462,0.0748059932,0.3440616462
261,711.315 1325 1 (ID: 477),-0.0642584313,0.8272416095,0.0041291460,0.8272416095
262,711.315 1389 1 (ID: 1134),-0.0699004975,0.8123090951,0.0048860795,0.8123090951
263,711.321 590 1 (ID: 886),-0.1539542948,0.5992438338,0.0237019249,0.5992438338
264,711.336 1185 1 (ID: 78),-0.1229918281,0.6753005779,0.0151269898,0.6753005779
265,711.336 1251 1 (ID: 498),-0.0824903362,0.7792080133,0.0068046556,0.7792080133
266,713.276 623 1 (ID: 668),0.1538726375,0.5994399115,0.0236767886,0.5994399115
267,714.277 540 1 (ID: 906),-0.1616256470,0.5809372434,0.0261228498,0.5809372434
268,714.292 503 1 (ID: 352),-0.1411432901,0.6303076607,0.0199214283,0.6303076607
269,715.274 948 1 (ID: 45),-0.0607424059,0.8365750994,0.0036896399,0.8365750994
270,716.363 904 1 (ID: 688),-0.0585453588,0.8424175255,0.0034275590,0.8424175255
271,717.273 704 1 (ID: 795),-0.1541193784,0.5988475075,0.0237527828,0.5988475075
272,717.288 1580 1 (ID: 179),-0.0562324228,0.8485762735,0.0031620854,0.8485762735
273,717.309 685 1 (ID: 670),-0.0727347257,0.8048299156,0.0052903403,0.8048299156
274,717.346 1088 1 (ID: 608),0.0952949007,0.7458958240,0.0090811181,0.7458958240
275,717.346 1382 1 (ID: 1187),-0.0591168461,0.8408970793,0.0034948015,0.8408970793
276,719.288 646 1 (ID: 112),-0.0680368046,0.8172353104,0.0046290068,0.8172353104
277,719.288 459 1 (ID: 127),-0.2031872817,0.4859920808,0.0412850714,0.4859920808
278,719.339 1265 1 (ID: 506),-0.0882457630,0.7641875915,0.0077873147,0.7641875915
279,719.339 1508 1 (ID: 1193),-0.1966685951,0.5003823653,0.0386785363,0.5003823653
280,719.361 1410 1 (ID: 1174),-0.0605727354,0.8370260149,0.0036690563,0.8370260149
281,720.302 770 1 (ID: 145),-0.0910997426,0.7567674720,0.0082991631,0.7567674720
282,720.302 653 1 (ID: 862),-0.1642975650,0.5746150303,0.0269936899,0.5746150303
283,721.282 991 1 (ID: 610),0.1435049096,0.6245364747,0.0205936591,0.6245364747
284,721.303 752 1 (ID: 296),-0.1591414902,0.5868403942,0.0253260139,0.5868403942
285,721.303 945 1 (ID: 159),0.9086102218,0.0000068908,0.8255725352,0.0000068908
286,721.318 1307 1 (ID: 63),-0.0953742532,0.7456906001,0.0090962482,0.7456906001
287,721.319 1384 1 (ID: 227),-0.0938721795,0.7495779548,0.0088119861,0.7495779548
288,722.315 756 1 (ID: 122),-0.1601929005,0.5843389616,0.0256617654,0.5843389616
289,722.315 856 1 (ID: 796),-0.1357317789,0.6436056861,0.0184231158,0.6436056861
290,722.315 651 1 (ID: 129),-0.0023424900,0.9936588644,0.0000054873,0.9936588644
291,722.315 462 1 (ID: 1021),0.2289660498,0.4310567872,0.0524254520,0.4310567872
292,723.299 822 1 (ID: 13),0.8265613271,0.0002674474,0.6832036275,0.0002674474
293,723.299 975 1 (ID: 26),0.2318537009,0.4251058744,0.0537561386,0.4251058744
294,723.299 1123 1 (ID: 8),-0.0610270335,0.8358187790,0.0037242988,0.8358187790
295,723.299 788 1 (ID: 41),-0.0428327660,0.8844041285,0.0018346458,0.8844041285
296,723.299 1226 1 (ID: 236),-0.0795961609,0.7867886795,0.0063355488,0.7867886795
297,723.299 1092 1 (ID: 211),-0.1001523521,0.7333626595,0.0100304936,0.7333626595
298,725.317 1150 1 (ID: 47),-0.0772340999,0.7929886545,0.0059651062,0.7929886545
299,725.339 774 1 (ID: 165),0.9093081798,0.0000065912,0.8268413658,0.0000065912
300,727.292 1317 1 (ID: 526),0.0478422483,0.8709822407,0.0022888807,0.8709822407
