shared name,IDs,cor,cor_pval,r2,r2_pval
301,727.307 997 1 (ID: 545),0.1573923107,0.5910114160,0.0247723395,0.5910114160
302,727.329 1086 1 (ID: 556),0.1116044943,0.7040619606,0.0124555632,0.7040619606
303,728.328 712 1 (ID: 341),-0.1523697634,0.6030531498,0.0232165448,0.6030531498
304,729.349 1288 1 (ID: 426),-0.1096933018,0.7089265624,0.0120326205,0.7089265624
305,730.340 669 1 (ID: 130),-0.1237887619,0.6733025567,0.0153236576,0.6733025567
306,730.340 898 1 (ID: 38),0.6313555473,0.0154529842,0.3986098271,0.0154529842
307,730.340 771 1 (ID: 748),-0.1808419406,0.5361154907,0.0327038075,0.5361154907
308,731.325 1041 1 (ID: 61),-0.0221897924,0.9399808044,0.0004923869,0.9399808044
309,731.326 1114 1 (ID: 471),-0.0774974765,0.7922967694,0.0060058589,0.7922967694
310,731.348 677 1 (ID: 782),-0.1059561291,0.7184685820,0.0112267013,0.7184685820
311,732.358 575 1 (ID: 768),-0.1340827317,0.6476779990,0.0179781789,0.6476779990
312,733.318 1435 1 (ID: 1157),-0.0581662411,0.8434264532,0.0033833116,0.8434264532
313,734.354 1058 1 (ID: 716),-0.0874579051,0.7662393053,0.0076488852,0.7662393053
314,735.332 1531 1 (ID: 103),-0.1881537633,0.5194695377,0.0354018386,0.5194695377
315,736.297 699 1 (ID: 870),-0.1621005783,0.5798114114,0.0262765975,0.5798114114
316,736.297 496 1 (ID: 957),0.2331516364,0.4224447210,0.0543596856,0.4224447210
317,736.298 722 1 (ID: 59),-0.0632898147,0.8298107944,0.0040056006,0.8298107944
318,736.330 777 1 (ID: 325),0.0236180646,0.9361245607,0.0005578130,0.9361245607
319,737.280 672 1 (ID: 912),-0.1636294206,0.5761933194,0.0267745873,0.5761933194
320,737.280 859 1 (ID: 649),-0.0775597137,0.7921332941,0.0060155092,0.7921332941
321,737.295 495 1 (ID: 185),0.2325761609,0.4236235692,0.0540916706,0.4236235692
322,737.302 578 1 (ID: 725),-0.0697757039,0.8126387570,0.0048686488,0.8126387570
323,737.310 963 1 (ID: 83),0.6351765498,0.0146554853,0.4034492494,0.0146554853
324,737.310 1000 1 (ID: 559),0.1609753014,0.5824803377,0.0259130476,0.5824803377
325,737.310 1103 1 (ID: 537),0.1291705320,0.6598626681,0.0166850263,0.6598626681
326,737.312 1290 1 (ID: 109),-0.0365998739,0.9011438403,0.0013395508,0.9011438403
327,738.302 496 1 (ID: 979),0.2288723264,0.4312506335,0.0523825418,0.4312506335
328,739.294 880 1 (ID: 285),0.0203495147,0.9449512281,0.0004141028,0.9449512281
329,739.319 785 1 (ID: 101),0.8507386980,0.0001148296,0.7237563323,0.0001148296
330,739.319 679 1 (ID: 723),-0.0763297993,0.7953653101,0.0058262383,0.7953653101
331,739.319 593 1 (ID: 91),0.8892824513,0.0000208668,0.7908232781,0.0000208668
332,741.290 1215 1 (ID: 98),-0.0917499244,0.7550797476,0.0084180486,0.7550797476
333,741.313 1178 1 (ID: 77),0.1737192265,0.5525512739,0.0301783697,0.5525512739
334,741.313 1074 1 (ID: 298),0.0256674015,0.9305937754,0.0006588155,0.9305937754
335,741.313 1445 1 (ID: 44),-0.1266565288,0.6661293097,0.0160418763,0.6661293097
336,742.344 845 1 (ID: 300),-0.1430671335,0.6256047889,0.0204682047,0.6256047889
337,743.300 1073 1 (ID: 565),0.0911980770,0.7565121533,0.0083170892,0.7565121533
338,743.323 1107 1 (ID: 88),-0.0691595252,0.8142669110,0.0047830399,0.8142669110
339,744.319 680 1 (ID: 918),-0.1618547716,0.5803939891,0.0261969671,0.5803939891
340,744.320 606 1 (ID: 856),-0.1651953521,0.5724970830,0.0272895044,0.5724970830
341,744.320 537 1 (ID: 980),0.2320790718,0.4246431883,0.0538606956,0.4246431883
342,745.318 1332 1 (ID: 135),-0.1126370933,0.7014380199,0.0126871148,0.7014380199
343,747.259 672 1 (ID: 686),-0.0674888806,0.8186848150,0.0045547490,0.8186848150
344,747.282 617 1 (ID: 329),-0.2168084744,0.4565647696,0.0470059146,0.4565647696
345,747.321 681 1 (ID: 704),-0.0774340252,0.7924634417,0.0059960283,0.7924634417
346,747.321 773 1 (ID: 134),0.9090630374,0.0000066952,0.8263956060,0.0000066952
347,748.333 938 1 (ID: 104),-0.1371743919,0.6400507644,0.0188168138,0.6400507644
348,748.349 420 1 (ID: 857),-0.1639653006,0.5753996823,0.0268846198,0.5753996823
349,749.340 1230 1 (ID: 183),0.1227877300,0.6758126001,0.0150768266,0.6758126001
350,750.348 1040 1 (ID: 39),-0.1455064901,0.6196607284,0.0211721387,0.6196607284
351,750.348 906 1 (ID: 114),-0.1726594728,0.5550148666,0.0298112936,0.5550148666
352,750.349 1005 1 (ID: 326),-0.1770587889,0.5448185056,0.0313498147,0.5448185056
353,751.328 1187 1 (ID: 62),-0.1114409582,0.7044778046,0.0124190872,0.7044778046
354,751.328 1251 1 (ID: 424),-0.0812748268,0.7823895951,0.0066055975,0.7823895951
355,751.328 1376 1 (ID: 117),-0.1494223277,0.6101639933,0.0223270320,0.6101639933
356,751.328 1286 1 (ID: 440),-0.1006038684,0.7322007389,0.0101211383,0.7322007389
357,753.332 773 1 (ID: 625),0.9018970805,0.0000103869,0.8134183438,0.0000103869
358,753.347 1487 1 (ID: 1132),-0.0557136807,0.8499586642,0.0031040142,0.8499586642
359,756.302 527 1 (ID: 931),0.2306881860,0.4275027506,0.0532170392,0.4275027506
360,757.285 870 1 (ID: 223),0.9051957865,0.0000085222,0.8193794120,0.0000085222
361,757.285 1197 1 (ID: 71),-0.1157345835,0.6935856110,0.0133944938,0.6935856110
362,758.302 594 1 (ID: 939),0.2303873736,0.4281224773,0.0530783419,0.4281224773
363,758.334 639 1 (ID: 938),0.2284300479,0.4321659813,0.0521802868,0.4321659813
364,758.334 771 1 (ID: 792),-0.1327583323,0.6509552470,0.0176247748,0.6509552470
365,758.373 1158 1 (ID: 745),-0.1382134903,0.6374946271,0.0191029689,0.6374946271
366,758.373 1047 1 (ID: 144),0.9039581734,0.0000091865,0.8171403792,0.0000091865
367,758.373 1257 1 (ID: 615),0.9237383823,0.0000024059,0.8532925989,0.0000024059
368,759.352 1398 1 (ID: 93),-0.0600732664,0.8383536714,0.0036087973,0.8383536714
369,761.301 728 1 (ID: 20),0.0083720126,0.9773393475,0.0000700906,0.9773393475
370,761.301 805 1 (ID: 110),0.8021387703,0.0005572261,0.6434266067,0.0005572261
371,761.301 595 1 (ID: 176),0.9219993182,0.0000027439,0.8500827428,0.0000027439
372,762.310 746 1 (ID: 888),-0.1153934650,0.6944489932,0.0133156518,0.6944489932
373,762.350 1083 1 (ID: 751),-0.1310560445,0.6551762017,0.0171756868,0.6551762017
374,763.329 1286 1 (ID: 438),-0.0827672200,0.7784837205,0.0068504127,0.7784837205
375,764.326 827 1 (ID: 338),-0.1611321872,0.5821079380,0.0259635817,0.5821079380
376,764.326 898 1 (ID: 126),-0.1340586028,0.6477376536,0.0179717090,0.6477376536
377,764.326 701 1 (ID: 216),0.2318300291,0.4251544874,0.0537451624,0.4251544874
378,764.326 992 1 (ID: 82),0.3956471029,0.1614287217,0.1565366300,0.1614287217
379,764.366 1009 1 (ID: 805),-0.1739097449,0.5521088736,0.0302445994,0.5521088736
380,764.366 1174 1 (ID: 324),-0.1558043010,0.5948083334,0.0242749802,0.5948083334
381,764.366 1053 1 (ID: 909),-0.1721897812,0.5561082402,0.0296493207,0.5561082402
382,765.309 1146 1 (ID: 11),-0.0401024253,0.8917318944,0.0016082045,0.8917318944
383,765.309 915 1 (ID: 304),-0.1474144930,0.6150264153,0.0217310328,0.6150264153
384,765.333 701 1 (ID: 987),0.2320720938,0.4246575103,0.0538574567,0.4246575103
385,765.333 627 1 (ID: 759),-0.1301699425,0.6573771633,0.0169442139,0.6573771633
386,766.302 537 1 (ID: 1003),0.2569558088,0.3751716604,0.0660262877,0.3751716604
387,766.339 695 1 (ID: 123),-0.1000999898,0.7334974416,0.0100200080,0.7334974416
388,767.321 1086 1 (ID: 574),0.1241888175,0.6723003164,0.0154228624,0.6723003164
389,767.321 842 1 (ID: 648),0.4259934736,0.1288208465,0.1814704395,0.1288208465
390,767.345 870 1 (ID: 14),0.9055090763,0.0000083604,0.8199466873,0.0000083604
391,767.345 1128 1 (ID: 52),0.1765791459,0.5459262421,0.0311801948,0.5459262421
392,768.334 1242 1 (ID: 664),-0.0951442029,0.7462856063,0.0090524193,0.7462856063
393,769.317 1638 1 (ID: 53),-0.1927418683,0.5091443036,0.0371494278,0.5091443036
394,771.337 1345 1 (ID: 393),-0.1192483762,0.6847123547,0.0142201752,0.6847123547
395,771.337 1439 1 (ID: 1125),-0.0628797935,0.8308988235,0.0039538684,0.8308988235
396,771.354 1462 1 (ID: 1149),-0.0611450355,0.8355052595,0.0037387154,0.8355052595
397,771.360 1488 1 (ID: 1120),-0.0554934175,0.8505457632,0.0030795194,0.8505457632
398,771.360 1535 1 (ID: 217),-0.0557990824,0.8497310504,0.0031135376,0.8497310504
399,772.317 597 1 (ID: 830),-0.1692018736,0.5630849197,0.0286292740,0.5630849197
400,772.326 896 1 (ID: 814),-0.1773608143,0.5441214754,0.0314568584,0.5441214754
401,772.328 1036 1 (ID: 317),-0.1626621657,0.5784813080,0.0264589801,0.5784813080
402,772.350 927 1 (ID: 141),-0.0491545946,0.8674712644,0.0024161742,0.8674712644
403,774.367 887 1 (ID: 311),-0.1781960902,0.5421957897,0.0317538466,0.5421957897
404,774.367 732 1 (ID: 735),-0.1310232885,0.6552575171,0.0171671021,0.6552575171
405,775.294 1498 1 (ID: 244),-0.1476978663,0.6143392666,0.0218146597,0.6143392666
406,775.294 1017 1 (ID: 567),0.1034423871,0.7249084649,0.0107003274,0.7249084649
407,776.329 854 1 (ID: 753),-0.1312731857,0.6546372472,0.0172326493,0.6546372472
408,776.363 1332 1 (ID: 691),0.4485889188,0.1076490192,0.2012320181,0.1076490192
409,777.296 454 1 (ID: 736),-0.1299427989,0.6579417750,0.0168851310,0.6579417750
410,777.296 420 1 (ID: 314),-0.1647741543,0.5734903192,0.0271505219,0.5734903192
411,778.304 766 1 (ID: 917),-0.1686857799,0.5642936845,0.0284548924,0.5642936845
412,778.304 571 1 (ID: 1024),0.2265163789,0.4361377829,0.0513096699,0.4361377829
413,779.323 1281 1 (ID: 225),-0.1093769181,0.7097328623,0.0119633102,0.7097328623
414,779.323 1413 1 (ID: 247),-0.1335799002,0.6489215691,0.0178435897,0.6489215691
415,779.323 1377 1 (ID: 1153),-0.0565411524,0.8477537346,0.0031969019,0.8477537346
416,780.353 1045 1 (ID: 616),0.8717310809,0.0000485012,0.7599150773,0.0000485012
417,781.184 2245 1 (ID: 1067),-0.2156820315,0.4589647575,0.0465187387,0.4589647575
418,782.191 2240 1 (ID: 1055),-0.2178573496,0.4543355692,0.0474618248,0.4543355692
419,782.340 530 1 (ID: 810),-0.1697610963,0.5617763664,0.0288188298,0.5617763664
420,783.317 777 1 (ID: 727),-0.1388583052,0.6359102891,0.0192816289,0.6359102891
421,784.328 922 1 (ID: 836),-0.1567990962,0.5924286538,0.0245859566,0.5924286538
422,784.328 1131 1 (ID: 336),-0.2109103914,0.4691988347,0.0444831932,0.4691988347
423,784.377 1127 1 (ID: 604),0.2122631407,0.4662864248,0.0450556409,0.4662864248
424,785.317 1332 1 (ID: 160),-0.0965580893,0.7426307951,0.0093234646,0.7426307951
425,785.317 1380 1 (ID: 417),-0.0839827719,0.7753059753,0.0070531060,0.7753059753
426,785.325 643 1 (ID: 1026),0.2270934619,0.4349381332,0.0515714404,0.4349381332
427,786.332 726 1 (ID: 147),-0.1650886759,0.5727485714,0.0272542709,0.5727485714
428,786.341 1179 1 (ID: 781),-0.1444245680,0.6222944463,0.0208584558,0.6222944463
429,787.383 1647 1 (ID: 1117),-0.1010159796,0.7311406875,0.0102042281,0.7311406875
430,788.344 842 1 (ID: 332),-0.2153956378,0.4595759219,0.0463952808,0.4595759219
431,789.332 870 1 (ID: 34),0.8913312826,0.0000187403,0.7944714553,0.0000187403
432,789.332 1128 1 (ID: 87),0.2478205386,0.3929660428,0.0614150193,0.3929660428
433,789.332 1014 1 (ID: 108),0.9337521003,0.0000010570,0.8718929848,0.0000010570
434,789.382 1742 1 (ID: 1078),-0.1859810595,0.5243915507,0.0345889545,0.5243915507
435,790.364 587 1 (ID: 343),-0.2080779538,0.4753251162,0.0432964349,0.4753251162
436,791.305 606 1 (ID: 653),-0.0781868374,0.7904865050,0.0061131815,0.7904865050
437,791.305 524 1 (ID: 719),-0.0821466266,0.7801073456,0.0067480683,0.7801073456
438,791.323 1056 1 (ID: 693),-0.0573157103,0.8456907394,0.0032850907,0.8456907394
439,792.357 1045 1 (ID: 128),0.0730493408,0.8040006293,0.0053362062,0.8040006293
440,792.357 1201 1 (ID: 32),0.7579883010,0.0016825463,0.5745462645,0.0016825463
441,792.357 1322 1 (ID: 16),0.0798720358,0.7860653166,0.0063795421,0.7860653166
442,792.357 1347 1 (ID: 709),0.0894463839,0.7610637420,0.0080006556,0.7610637420
443,793.327 591 1 (ID: 893),-0.1558327707,0.5947401774,0.0242838524,0.5947401774
444,793.339 1532 1 (ID: 15),-0.0253514362,0.9314463238,0.0006426953,0.9314463238
445,793.340 1488 1 (ID: 69),-0.0353115225,0.9046089595,0.0012469036,0.9046089595
446,793.361 1211 1 (ID: 378),0.8941561264,0.0000161023,0.7995151783,0.0000161023
447,794.333 924 1 (ID: 721),-0.0249916029,0.9324173219,0.0006245802,0.9324173219
448,795.349 1535 1 (ID: 195),-0.0269903348,0.9270249515,0.0007284782,0.9270249515
449,797.353 1518 1 (ID: 1170),-0.0610514038,0.8357540277,0.0037272739,0.8357540277
450,798.311 860 1 (ID: 328),-0.2264455610,0.4362851144,0.0512775921,0.4362851144
451,798.366 867 1 (ID: 864),-0.1746242119,0.5504511663,0.0304936154,0.5504511663
452,799.296 1201 1 (ID: 99),-0.0574399976,0.8453597919,0.0032993533,0.8453597919
453,799.339 807 1 (ID: 1017),0.2229129634,0.4436659391,0.0496901892,0.4436659391
454,800.347 891 1 (ID: 749),-0.1359462072,0.6430768360,0.0184813713,0.6430768360
455,800.347 833 1 (ID: 342),-0.1165965426,0.6914055058,0.0135947537,0.6914055058
456,800.382 1301 1 (ID: 287),0.1602299035,0.5842510057,0.0256736220,0.5842510057
457,801.332 1179 1 (ID: 51),0.1883123213,0.5191111555,0.0354615304,0.5191111555
458,801.332 1016 1 (ID: 722),-0.0182554360,0.9506094018,0.0003332609,0.9506094018
459,802.327 736 1 (ID: 1020),0.1822230350,0.5329535629,0.0332052345,0.5329535629
460,802.396 1202 1 (ID: 700),-0.0446111042,0.8796359546,0.0019901506,0.8796359546
461,802.398 1055 1 (ID: 137),0.9021904302,0.0000102086,0.8139475723,0.0000102086
462,803.307 939 1 (ID: 24),0.8979425793,0.0000130507,0.8063008757,0.0000130507
463,803.342 1102 1 (ID: 541),0.2425255766,0.4034793420,0.0588186553,0.4034793420
464,805.324 625 1 (ID: 730),-0.1295089893,0.6590205679,0.0167725783,0.6590205679
465,805.324 715 1 (ID: 102),0.1013159780,0.7303692982,0.0102649274,0.7303692982
466,805.341 1580 1 (ID: 203),-0.0524366989,0.8587005764,0.0027496074,0.8587005764
467,806.335 1158 1 (ID: 111),0.5598852007,0.0373328244,0.3134714380,0.0373328244
468,806.335 941 1 (ID: 42),-0.1578322505,0.5899612396,0.0249110193,0.5899612396
469,806.335 1061 1 (ID: 31),0.8670465681,0.0000595152,0.7517697512,0.0000595152
470,807.357 1630 1 (ID: 1154),-0.0542724731,0.8538014172,0.0029455013,0.8538014172
471,809.359 1230 1 (ID: 174),0.1194705241,0.6841526271,0.0142732061,0.6841526271
472,810.330 977 1 (ID: 774),-0.1296331913,0.6587116406,0.0168047643,0.6587116406
473,814.337 1299 1 (ID: 121),-0.2210890773,0.4475007469,0.0488803801,0.4475007469
474,814.337 1348 1 (ID: 702),0.2028122652,0.4868146332,0.0411328149,0.4868146332
475,814.337 1061 1 (ID: 973),0.2146302908,0.4612111134,0.0460661617,0.4612111134
476,814.337 1192 1 (ID: 293),0.7620754046,0.0015338327,0.5807589223,0.0015338327
477,814.363 1043 1 (ID: 81),-0.0806775277,0.7839541816,0.0065088635,0.7839541816
478,815.347 1316 1 (ID: 277),0.0802319173,0.7851219240,0.0064371605,0.7851219240
479,815.364 1045 1 (ID: 684),-0.0807717460,0.7837073323,0.0065240750,0.7837073323
480,816.342 843 1 (ID: 884),-0.1662630090,0.5699826016,0.0276433882,0.5699826016
481,816.378 1000 1 (ID: 85),-0.0648347048,0.8257138465,0.0042035389,0.8257138465
482,817.321 1105 1 (ID: 291),0.7312640372,0.0029601108,0.5347470921,0.0029601108
483,817.357 1386 1 (ID: 379),-0.1068960170,0.7160651403,0.0114267584,0.7160651403
484,819.295 1310 1 (ID: 466),-0.0852323881,0.7720425822,0.0072645600,0.7720425822
485,819.303 582 1 (ID: 200),-0.0469616944,0.8733392667,0.0022054007,0.8733392667
486,819.356 1667 1 (ID: 1106),-0.0586828867,0.8420515848,0.0034436812,0.8420515848
487,820.349 1210 1 (ID: 180),0.9092898654,0.0000065989,0.8268080594,0.0000065989
488,820.349 1101 1 (ID: 695),-0.0339655973,0.9082306131,0.0011536618,0.9082306131
489,822.332 796 1 (ID: 333),-0.1980580192,0.4972988037,0.0392269790,0.4972988037
490,822.333 860 1 (ID: 740),-0.1546307962,0.5976203716,0.0239106831,0.5976203716
491,822.333 891 1 (ID: 800),-0.1383781050,0.6370900246,0.0191484999,0.6370900246
492,822.368 949 1 (ID: 883),-0.1648739100,0.5732550191,0.0271834062,0.5732550191
493,822.368 1275 1 (ID: 543),0.2040039700,0.4842030380,0.0416176198,0.4842030380
494,823.313 1180 1 (ID: 94),0.3887956520,0.1694741464,0.1511620590,0.1694741464
495,823.314 1077 1 (ID: 33),0.0701598370,0.8116241018,0.0049224027,0.8116241018
496,824.377 1038 1 (ID: 619),0.8831024834,0.0000285082,0.7798699961,0.0000285082
497,825.330 917 1 (ID: 172),0.1003367092,0.7328881753,0.0100674552,0.7328881753
498,825.364 1571 1 (ID: 396),-0.1191213390,0.6850325074,0.0141898934,0.6850325074
499,826.339 1190 1 (ID: 337),-0.1886797494,0.5182810993,0.0356000478,0.5182810993
500,826.383 1228 1 (ID: 600),0.1563292330,0.5935521549,0.0244388291,0.5935521549
501,827.327 1578 1 (ID: 6),-0.0059760560,0.9838235926,0.0000357132,0.9838235926
502,827.336 687 1 (ID: 934),0.2294309105,0.4300959740,0.0526385427,0.4300959740
503,827.336 905 1 (ID: 990),0.2256385073,0.4379658883,0.0509127360,0.4379658883
504,828.318 1067 1 (ID: 210),0.9051836557,0.0000085285,0.8193574506,0.0000085285
505,828.381 1208 1 (ID: 680),-0.0726722654,0.8049945760,0.0052812582,0.8049945760
506,828.381 1169 1 (ID: 682),-0.0314547905,0.9149911439,0.0009894038,0.9149911439
507,828.417 1540 1 (ID: 444),-0.0838284986,0.7757091030,0.0070272172,0.7757091030
508,829.363 1445 1 (ID: 65),-0.1272678327,0.6646036335,0.0161971013,0.6646036335
509,830.357 981 1 (ID: 151),-0.1708870939,0.5591454704,0.0292023989,0.5591454704
510,831.343 1228 1 (ID: 36),0.1904588443,0.5142703998,0.0362745714,0.5142703998
511,832.340 1230 1 (ID: 224),0.1952950514,0.5034393111,0.0381401571,0.5034393111
512,834.368 1269 1 (ID: 76),0.5835707837,0.0284633582,0.3405548596,0.0284633582
513,834.368 1463 1 (ID: 620),0.9109500840,0.0000059284,0.8298300555,0.0000059284
514,834.368 1314 1 (ID: 657),-0.1446444595,0.6217588239,0.0209220197,0.6217588239
515,836.310 908 1 (ID: 806),-0.1430666941,0.6256058617,0.0204680790,0.6256058617
516,836.347 945 1 (ID: 773),-0.1358798781,0.6432404084,0.0184633413,0.6432404084
517,836.347 1047 1 (ID: 64),-0.0591892104,0.8407045903,0.0035033626,0.8407045903
518,836.384 1150 1 (ID: 161),0.9070175037,0.0000076164,0.8226807520,0.0000076164
519,836.384 1281 1 (ID: 666),-0.0639971601,0.8279344552,0.0040956365,0.8279344552
520,837.326 1315 1 (ID: 265),0.0860353379,0.7699475094,0.0074020794,0.7699475094
521,838.361 1006 1 (ID: 190),-0.0135987751,0.9631990342,0.0001849267,0.9631990342
522,839.307 769 1 (ID: 687),-0.0717920568,0.8073158128,0.0051540994,0.8073158128
523,840.318 1202 1 (ID: 787),-0.1350298878,0.6453378740,0.0182330706,0.6453378740
524,840.319 1120 1 (ID: 70),0.8788349296,0.0000350137,0.7723508335,0.0000350137
525,840.355 1282 1 (ID: 905),-0.1714531628,0.5578248153,0.0293961870,0.5578248153
526,841.313 671 1 (ID: 178),0.2297035841,0.4295328921,0.0527637366,0.4295328921
527,841.341 1668 1 (ID: 1158),-0.0509251483,0.8627380340,0.0025933707,0.8627380340
528,841.350 832 1 (ID: 953),0.2242178439,0.4409324072,0.0502736415,0.4409324072
529,841.526 2246 1 (ID: 1037),-0.1797156423,0.5387001328,0.0322977121,0.5387001328
530,844.374 1102 1 (ID: 340),-0.1566727879,0.5927305893,0.0245463625,0.5927305893
531,844.411 1331 1 (ID: 73),0.7595746937,0.0016235225,0.5769537153,0.0016235225
532,845.357 1344 1 (ID: 258),0.0177388845,0.9520054597,0.0003146680,0.9520054597
533,845.395 1625 1 (ID: 491),-0.0525049043,0.8585184699,0.0027567650,0.8585184699
534,848.328 1185 1 (ID: 819),-0.1900071215,0.5152874106,0.0361027062,0.5152874106
535,848.346 1092 1 (ID: 307),-0.1552933924,0.5960319647,0.0241160377,0.5960319647
536,848.347 1173 1 (ID: 665),-0.1169272337,0.6905696954,0.0136719780,0.6905696954
537,849.346 708 1 (ID: 143),0.2284750982,0.4320726998,0.0522008705,0.4320726998
538,850.357 1209 1 (ID: 676),-0.0801588555,0.7853134259,0.0064254421,0.7853134259
539,850.395 1540 1 (ID: 459),-0.0850784844,0.7724443164,0.0072383485,0.7724443164
540,851.342 1442 1 (ID: 12),-0.0892262586,0.7616362257,0.0079613252,0.7616362257
541,852.337 970 1 (ID: 910),-0.1737000834,0.5525957342,0.0301717190,0.5525957342
542,856.348 1313 1 (ID: 310),-0.1484058781,0.6126237022,0.0220243047,0.6126237022
543,856.348 1463 1 (ID: 611),0.9010204115,0.0000109350,0.8118377820,0.0000109350
544,856.348 1245 1 (ID: 643),0.9023964831,0.0000100849,0.8143194127,0.0000100849
545,858.369 1147 1 (ID: 622),0.8590891711,0.0000828464,0.7380342040,0.0000828464
546,858.369 1280 1 (ID: 647),-0.0633265061,0.8297134440,0.0040102464,0.8297134440
547,861.312 1574 1 (ID: 410),-0.1243675156,0.6718527958,0.0154672789,0.6718527958
548,861.321 789 1 (ID: 1018),0.2290692285,0.4308434354,0.0524727115,0.4308434354
549,861.322 975 1 (ID: 1010),0.2253793689,0.4385062562,0.0507958599,0.4385062562
550,863.360 804 1 (ID: 347),-0.1001651621,0.7333296872,0.0100330597,0.7333296872
551,864.338 971 1 (ID: 331),-0.2051537373,0.4816896191,0.0420880559,0.4816896191
552,864.338 1014 1 (ID: 316),-0.1528641050,0.6018637052,0.0233674346,0.6018637052
553,864.340 1075 1 (ID: 125),-0.1939339349,0.5064770210,0.0376103711,0.5064770210
554,865.357 1540 1 (ID: 388),-0.1236539991,0.6736402850,0.0152903115,0.6736402850
555,865.359 1394 1 (ID: 500),-0.0857160787,0.7707803533,0.0073472461,0.7707803533
556,866.393 1330 1 (ID: 286),0.8832706258,0.0000282737,0.7801669984,0.0000282737
557,867.381 1626 1 (ID: 432),-0.0254471669,0.9311880127,0.0006475583,0.9311880127
558,868.356 1418 1 (ID: 118),-0.1239163497,0.6729828623,0.0153552617,0.6729828623
559,869.352 941 1 (ID: 209),0.2288715892,0.4312521583,0.0523822043,0.4312521583
560,869.392 1670 1 (ID: 1156),-0.1381276256,0.6377057091,0.0190792410,0.6377057091
561,870.361 1433 1 (ID: 778),-0.1423274660,0.6274113669,0.0202571076,0.6274113669
562,872.373 933 1 (ID: 922),-0.1695815208,0.5621964249,0.0287578922,0.5621964249
563,872.373 867 1 (ID: 827),-0.1716807468,0.5572942271,0.0294742788,0.5572942271
564,874.363 1337 1 (ID: 701),-0.0762150612,0.7956669795,0.0058087356,0.7956669795
565,881.320 878 1 (ID: 718),-0.0456016843,0.8769815928,0.0020795136,0.8769815928
566,882.330 1231 1 (ID: 717),0.2152784063,0.4598262084,0.0463447922,0.4598262084
567,883.330 776 1 (ID: 226),0.2276229386,0.4338389054,0.0518122022,0.4338389054
568,883.360 1084 1 (ID: 202),0.2268570866,0.4354293139,0.0514641378,0.4354293139
569,884.403 1197 1 (ID: 322),-0.1957166565,0.5025000808,0.0383050096,0.5025000808
570,885.328 1499 1 (ID: 96),-0.1401684892,0.6326955700,0.0196472054,0.6326955700
571,890.336 1433 1 (ID: 756),-0.1736104220,0.5528039953,0.0301405786,0.5528039953
572,890.376 857 1 (ID: 920),-0.1706427816,0.5597158652,0.0291189589,0.5597158652
573,891.330 941 1 (ID: 933),0.2351127212,0.4184400510,0.0552779917,0.4184400510
574,892.407 1610 1 (ID: 678),-0.0367844701,0.9006474871,0.0013530972,0.9006474871
575,893.416 1609 1 (ID: 667),-0.0400530918,0.8918643726,0.0016042502,0.8918643726
576,894.426 1631 1 (ID: 689),0.0049506994,0.9865988495,0.0000245094,0.9865988495
577,895.374 1424 1 (ID: 457),-0.0610903099,0.8356506571,0.0037320260,0.8356506571
578,895.407 1768 1 (ID: 1141),-0.0979804586,0.7389591344,0.0096001703,0.7389591344
579,897.375 1333 1 (ID: 1012),0.2196057059,0.4506316237,0.0482266661,0.4506316237
580,903.335 1024 1 (ID: 944),0.2293586289,0.4302453006,0.0526053807,0.4302453006
581,905.349 1085 1 (ID: 951),0.2427714041,0.4029880352,0.0589379546,0.4029880352
582,906.390 1200 1 (ID: 319),-0.1970183022,0.4996054290,0.0388162114,0.4996054290
583,914.392 1610 1 (ID: 669),-0.0075035806,0.9796894788,0.0000563037,0.9796894788
584,916.412 1631 1 (ID: 661),0.0473109704,0.8724042230,0.0022383279,0.8724042230
585,927.391 1213 1 (ID: 832),-0.1710193405,0.5588368173,0.0292476148,0.5588368173
586,983.559 1688 1 (ID: 1062),-0.1854220401,0.5256612914,0.0343813330,0.5256612914
587,987.593 1777 1 (ID: 1038),-0.1792080622,0.5398667038,0.0321155295,0.5398667038
