row ID,row m/z,row retention time,Extract.mzXML Peak area,F_5.mzXML Peak area,F_6.mzXML Peak area,F_7.mzXML Peak area,F_8.mzXML Peak area,F_9.mzXML Peak area,F_10.mzXML Peak area,F_11.mzXML Peak area,F_12.mzXML Peak area,F_13.mzXML Peak area,F_14.mzXML Peak area,F_15.mzXML Peak area,F_16.mzXML Peak area,F_17.mzXML Peak area
189,677.281,582,54731371.63,0,0,0,0,0,0,0,0,1408046.379,948798032,22537672.52,5639205.07,1703426.785
190,677.35,1087,3142604.957,0,0,0,0,0,0,13497613.16,68770300.31,307678.8867,24331.75195,69044.27734,0,0
191,678.289,721,3357008.219,0,0,0,0,0,0,0,35661.21094,0,1375751.922,0,355883489.6,2340912.258
192,678.29,785,3197444.098,0,0,0,0,0,0,0,22772.06641,0,687664.6973,76121911.88,249743953.1,1627580.879
193,679.272,896,155120477.1,0,0,0,0,0,130897.5977,12244054.09,849313113.8,30499951.14,11225740.64,14447451.83,3717823.289,4434851.941
194,679.296,732,118164862.8,0,0,0,0,0,0,963175.2012,37559.54688,68087512.25,762732308.3,367898074.6,117229281.5,10063205.78
195,679.305,1346,37421175.55,0,0,0,51015842.94,560044209.1,3273556.24,2157610.637,1224076.637,124074.5547,578173.5039,2601262.18,8191180.613,810886.7617
196,679.312,861,2083461.059,0,0,0,29269.35742,0,0,380466.3359,64566692.13,111909.3828,0,0,0,0
197,680.303,672,3089102.785,0,0,0,0,0,0,0,0,0,5098923.535,1631612.928,286692445.3,7367264.887
198,680.303,621,369967.5273,0,0,0,0,0,0,0,22188.60547,0,0,2369307.719,117200552.5,821322.3125
199,680.303,463,10392273.06,0,0,0,0,0,0,52895.32031,0,0,0,71333.66016,322493053.9,92732751.13
200,680.303,395,3631352.039,0,0,0,0,0,0,0,0,0,0,0,421953.334,138715940.5
201,681.29,558,46637784.88,0,0,0,0,0,0,1601139.381,90518.08594,91034580.5,6240901.805,0,11502090.59,1777457.16
202,681.29,742,307102457.5,173330.5254,27935.05859,0,34517.13672,32270.58203,41914.73438,13925434.09,381460601.9,461160257.4,5895178.668,22985670.43,16902652.17,5313529.902
203,681.29,1076,38989858.5,0,0,0,0,0,0,365670.3496,2409774.832,39475971.95,289876108.3,98055912,7531138.248,676943.2754
204,681.29,839,14694451.48,0,0,0,0,0,0,295985232.1,271837122,3183026.602,1472476.514,2320412.418,1296229.664,412174.6992
205,681.31,462,3122687.039,0,0,0,0,0,0,0,0,0,0,159404.8516,128426389.9,34805182.5
206,683.283,1400,2968458.727,0,0,0,43101736.25,44074120.94,25783.43359,0,0,0,125845.3691,214187.832,0,0
207,683.303,823,4815906684,4314046.117,950645.2969,274655.873,2648959.199,37869.69922,1390378.836,144615740,505035579.4,7590177575,356136953.6,661814414.8,540810178.5,125425685.5
208,683.303,969,118958564.1,0,0,0,0,0,0,1046673.801,1798577183,83697434.38,11935428.38,13711797.17,2196236.129,2857875.883
209,683.303,786,16398282.26,0,0,0,0,0,0,1013334.703,21870035.27,21956750.14,78740213.31,51878930.88,195691016.8,757659.3828
210,684.31,823,1975640770,1492538.686,166479.8574,100581.2949,861750.0391,0,368967.6719,59168068.06,204389532.8,3112193464,140704172.6,268050630.1,218440942.2,46055345.5
211,685.319,1098,41583864.63,0,0,0,0,0,210297206,8978348.137,4029549.52,292577.5273,999896.3984,1733414.738,398427.3359,487455.5371
212,688.332,589,10164926.88,0,0,0,0,0,0,0,0,0,83108978.38,53475130,415201556.8,114613873.4
213,688.332,502,241890.6563,0,0,0,0,0,0,0,0,0,0,0,65448710.5,4405450.383
214,688.332,763,1602020.789,0,0,0,0,0,22871.41406,0,0,0,7286550.752,128918403.5,2312798.279,6709469.418
215,688.332,425,7097038.059,0,0,0,0,0,0,25394.44531,0,0,0,0,34974158.38,189527497.6
216,689.316,895,3576187.453,0,0,0,0,0,0,65181686.38,0,36445812.44,0,0,0,0
217,689.316,1230,91529028.13,0,0,0,0,0,0,3765548.168,1577721401,20018716.36,6676482.117,8733844.84,1862097.637,2331534.664
218,689.316,1044,52193569.52,0,0,0,0,45632157.96,312735845,5510289.336,3779137.055,527561.9512,198004.8926,770596.2031,1411706.379,950128.9297
219,689.316,1011,44699261.63,0,0,0,0,0,10131816.25,58002500,632220.6406,60930.79297,0,25648.16602,582975.5391,0
220,691.269,1001,3685471.672,0,0,0,0,0,32012.00586,93549582.31,4810979.078,60304.01953,0,118298.7891,0,0
221,691.331,1040,39331213.13,0,0,0,0,457303.5078,0,953949769,122482099.5,3579544.078,1784429.617,1849196.867,402667.6719,562051.1406
222,693.285,1037,66681395.88,0,0,0,0,0,234604382.3,236579796.3,12619391.91,2409950.305,2177503.234,2806759.203,974364.0039,1469070.875
223,693.292,937,8106049.613,0,0,0,0,0,27821.08203,170487203.9,70175390.5,470625.5977,232792.9141,278495.4395,33169.67578,0
224,694.287,496,3380311.164,0,0,0,0,0,0,0,0,0,0,0,235572605.3,9924668.496
225,694.287,467,265664.4023,0,0,0,0,0,0,0,0,0,0,0,81960280.63,5255078.609
226,694.321,546,50115.16406,0,0,0,0,0,0,0,0,0,0,791240.6211,53669161,759113.6172
227,695.29,443,12572311.05,0,0,0,0,0,0,0,0,0,157847800.8,384525240.9,33797858.42,5742615.539
228,695.304,887,33345148.25,0,0,0,21902.33594,0,0,583633.2188,200863191.3,14228089.25,2018613.273,3011231.252,547134.7617,863811.0234
229,695.304,1021,4109827.563,0,0,0,26909.63867,21867.90039,29653174.63,9973458.5,849960.9199,0,0,105067.4258,44035.54688,0
230,696.296,431,3004950.154,0,0,0,0,0,0,0,0,0,53527209.93,132974489.6,8276273.469,993667.8359
231,697.282,906,46336752.38,0,0,0,0,0,0,4132724.357,427342303.3,9097557.563,3963635.977,2409904.445,56740.09375,861605.6016
232,697.323,1104,3888167.066,0,0,0,31381.52344,21057.75391,0,8315230.324,87690720,1050267.816,24878.13086,152233.4844,0,0
233,697.323,1000,9619529.523,0,0,0,0,0,235301.1094,2300722.328,151017667.3,3205201.953,99711.99609,805955.4023,168914.7598,0
234,697.324,964,210345875.4,0,0,0,0,0,0,3565713.734,859208700.5,293514295.8,12432401.73,22470604.24,8392932.613,4258402.59
235,698.293,744,4022359.469,0,0,0,0,0,0,0,0,0,53822.33594,170206961,180558329.5,1123654.172
236,699.277,1272,13958919.6,0,0,0,0,217588006,16954740,1022934.357,247362.1016,369950.0586,462697.5898,1248431.383,624363.627,226284.5605
237,700.368,1248,6004040.363,0,0,0,0,20408.74414,0,451466.5684,115688063.6,1803214.555,146565.3984,253871.6777,0,0
238,701.293,861,2591229.031,0,0,0,0,0,0,922481.541,95611728.5,0,122075.7617,128305.8242,24589.99414,0
239,701.314,827,45893920.13,0,0,0,0,0,0,1061506.811,5250203.59,89913910.5,3793384.961,4348863.359,1616863.146,628090.6895
240,702.312,640,2864915.391,0,0,0,0,0,0,0,27638.38672,0,0,0,214794566.1,2430916.629
241,703.29,730,63931597.06,0,0,0,0,0,0,2819641.742,53859.53711,102768575,5206569.711,6049455.57,274579.8066,1088747.305
242,703.29,558,34322457.94,0,0,0,0,0,0,0,0,0,1888209.098,940525726.8,72000840.63,4785919.652
243,703.331,1116,4827725.359,0,0,0,0,46681793.13,10038642.88,110193145.4,4259334.008,0,0,24759.88867,0,0
244,703.332,1204,13501331.11,0,0,0,0,150779792.3,7046796.75,261779.25,306376.8594,47169.32031,102152.7109,434374.0039,0,223459.2656
245,705.274,534,101907.418,0,0,0,0,0,0,0,0,0,269090.4766,34606789.75,728891.0449,0
246,705.31,624,2189397.637,0,0,0,0,0,0,0,35734.19531,0,4699606.461,156260391.3,2418210.969,5325379.191
247,706.323,934,40840323,0,0,0,0,0,0,234761.0117,0,38456653.38,373591032.5,141172692.6,1094890.703,744837.1719
248,706.324,957,8203306.063,0,0,0,0,0,0,70642.17578,0,328581.5879,166144934,142377701,3130714.102,154057.7773
249,707.303,1165,1277126837,8916765.168,1493307.703,366021.1797,116276.916,237533989,1700627412,273503616.5,129619740,73181030.13,201525851.4,367802992.7,365914866.7,157180048.6
250,707.303,1360,8453721.445,0,0,0,2815701.078,174823416.8,31358412.5,1564582.285,327414.209,25188.66016,87309.90234,426258.4609,266124.0273,29290.7793
251,707.303,1240,52452728.63,0,0,0,0,225329214,221320892.5,3288693.223,0,706631.1367,1425229.887,3834122.301,962218.1445,2654892.09
252,707.324,1127,11124548.62,0,0,0,0,0,0,0,131589392.2,8901870.66,798005.3184,891883.4863,176735.1816,66785.31641
253,708.306,1176,519067564.9,3411528.262,226755.2676,62815.39648,0,95648808.39,747015452.4,113655461.8,54083466.44,31703498.6,83924642.88,150595613.5,110076107.4,65641609.72
254,709.284,970,2818977.723,0,0,0,0,0,22899.21094,64470850.25,12782948.64,103053.7871,28833.67773,162679.6328,0,0
255,709.284,697,86172411.44,0,0,0,0,0,0,4498074.973,0,163024389.1,4137357.137,6662749.039,3613177.855,62924.27344
256,709.319,1212,867463.1523,0,0,0,0,34587.99609,1197021.586,593307.4004,32615904.88,1255119.367,1020461.34,0,0,71258.62305
257,709.319,1053,4482650.281,0,0,0,0,0,42003.71875,11014660.81,70891068.75,3490429.852,8397657.07,72749.10742,76060.70508,51687.48828
258,709.319,1011,6403800.453,0,0,0,0,0,0,282959.2656,38810681.13,7697677.031,36177.14063,154754.082,0,61726.48828
259,709.34,1040,3582639.242,0,0,0,0,0,0,89850010.25,5723416.344,24482.46875,0,33617.64844,0,0
260,710.312,429,7531126.453,0,0,0,0,0,0,0,0,0,0,0,1479692.836,46099326.13
261,711.315,1325,13804866.07,0,0,0,27051.3125,7079332.191,0,209519410,32121826.31,724532.1484,424860.6074,1087797.238,442514.5508,203571.6289
262,711.315,1389,3659319.242,0,0,0,0,36309706,6053043.703,633227.4688,37419.36328,0,29540.84375,43139.36719,25308.78906,0
263,711.321,590,2390562.977,23346.15625,0,23288.04297,0,0,0,0,0,23194.125,1422789.391,201044.4375,139816798,12909715.55
264,711.336,1185,61417411.38,0,0,0,0,481553.6094,266016401.3,501133854.5,9598341.781,1701145.016,2615231.715,4425861.441,856607.207,1422722.266
265,711.336,1251,14816777.82,0,0,0,0,0,11518415.51,314326062.9,7039227.609,338244.4336,278681.7949,1092173.318,837962.7773,25644.67773
266,713.276,623,17283959.12,0,0,0,0,0,0,201236.4297,0,24028931.59,106775854.5,3202583.609,841623.8711,59456.79688
267,714.277,540,29924127.9,0,0,0,0,0,0,0,0,0,0,0,1159217733,9651878.703
268,714.292,503,8059252.797,0,0,0,0,0,0,0,0,0,0,0,304215897.1,39786002.38
269,715.274,948,32754822,0,0,0,0,0,3455962.039,866834624.8,193588962.5,4843397.641,3506751.395,3370508.145,4321297.271,139460.6016
270,716.363,904,2828154.844,0,0,0,0,0,0,0,0,0,76370931.13,10345468.67,2350319.479,18739305.69
271,717.273,704,1041191.523,53307.17578,0,0,0,0,0,0,0,0,17037349.84,51695333.75,0,0
272,717.288,1580,45417475.38,0,0,0,0,720882873.5,12414530.07,2971216.965,2011891.566,572028.9883,1298813.523,1929142.934,1722874.678,1137285.865
273,717.309,685,13056547.14,0,0,0,0,0,0,0,0,0,181754725.4,11783527.05,2168011.434,0
274,717.346,1088,9653634.59,0,0,0,0,26712.9668,0,36096757.41,142145182.7,1750966.012,117093.1973,415900.543,421945.8711,0
275,717.346,1382,2154965.426,0,0,0,0,37295132.5,1149660.496,30093.3125,0,0,24749.30859,0,0,0
276,719.288,646,52044572.38,0,0,0,0,0,0,0,0,2663377.465,554800173.1,62496935.25,6885304.182,1860249.43
277,719.288,459,5476791.719,0,0,0,0,0,0,2782710.01,202835.1641,48229.64453,62624061.94,78633386.69,94155570.88,28202357.88
278,719.339,1265,4225203.313,0,0,0,0,7246152.352,2970684.27,62032168.63,1395677.883,0,26470.13867,151191.8398,33062.78125,74348.05469
279,719.339,1508,9464502.715,0,0,0,30709932.26,153325736.5,790793.8516,598648.9199,183524.0547,0,165314.5664,418045.7109,487789.6289,0
280,719.361,1410,4029541.387,0,0,0,0,96798363.5,1648966.121,0,26393.97266,0,0,152588.2383,74583.8125,0
281,720.302,770,186984303.1,0,0,0,0,0,0,0,0,30465.69141,2889748.246,54284.60156,861433125,66121162.13
282,720.302,653,11903577.07,0,0,0,0,0,0,0,0,263859.2852,198011.1094,2907159.461,612882095.1,3283616.682
283,721.282,991,4072415.469,0,0,0,0,0,0,0,45796751.5,1227958.578,59585.12695,92397.87109,0,27451.55273
284,721.303,752,91679010.51,0,0,0,0,0,0,52373.99219,0,6155399.129,92819618.63,13371181.33,2314110338,31226247.01
285,721.303,945,228521964,26760.79102,0,0,0,0,0,4840311.789,378322.7148,397248601.1,13091394.29,18752164.73,11140676.27,1558558.807
286,721.318,1307,190253751.9,0,0,0,0,712749329.3,521428577.4,17787234.2,7647819.66,3712347.832,7446038.447,12888366.36,8457110.371,8764522.85
287,721.319,1384,3660098.578,0,0,0,0,170382507.3,41147385.94,23688.91797,0,0,135609.5195,708994.3086,867805.4336,25539.90625
288,722.315,756,16161543.87,0,0,0,0,0,0,0,0,1096445.969,110902391.5,11801768.41,585501954.3,75466462
289,722.315,856,5533842.16,0,0,0,0,0,0,0,0,27152.36328,20297966.65,425468025.9,14322816.25,2035571.867
290,722.315,651,7434146.43,23887.70703,0,0,0,0,0,0,0,0,32151051.28,371079080.7,82474550.63,389487630.1
291,722.315,462,7120106.367,0,0,0,0,0,0,0,0,0,0,0,394701.3027,237483047.9
292,723.299,822,1418189911,19088703.17,5487332.148,2101707.891,10824251.79,790420.2793,6288511.563,195496561.3,469528935.4,1521530128,430499307.1,585870551.9,556930685.5,181153925.4
293,723.299,975,99605715.63,0,26968.19141,0,0,0,0,1657414.379,597671699.1,68257581.31,59466451.5,10673048.94,742643.3789,3797286.699
294,723.299,1123,505225449.2,309008.9238,0,0,0,146325480.6,1207763510,26401757.13,93181473.38,7217495.016,18582006.28,45730884,35597821.63,9163806.256
295,723.299,788,27762881.12,0,0,0,0,0,23893.4082,2374145.965,35132508.5,27849238.25,83287333,73829913.94,197312509,0
296,723.299,1226,14129462.71,0,0,0,0,151013301,40778712.75,1160980.484,66666.39453,871356.0898,651422.2344,1055147.459,143840.0859,406521.9668
297,723.299,1092,89127031,79464.31836,0,0,0,474253.2305,417332793.9,102873305.6,70836523.28,7410319.469,10141581.21,7108839.846,5692522.254,737207.0469
298,725.317,1150,75737287.44,0,0,0,0,0,12543747.81,1632003548,34869322.75,4384867.367,3582991.484,4398274.793,330612.7578,1656839.402
299,725.339,774,78682431.25,0,0,0,0,0,0,1647722.969,0,143830101.4,3293768.75,7662912.891,1066489.727,289634.0156
300,727.292,1317,3279955.922,0,0,0,0,539776.8672,77955.60352,29400446.25,52373502,232843.5859,0,40070.5625,0,54355.83789
301,727.307,997,9746717.492,0,0,0,0,0,52137.17383,0,123002095.8,5643368.781,570651.7891,826142.0195,0,143104.0938
302,727.329,1086,1518663.82,0,0,0,0,0,0,209493.8555,37958387.06,190013.75,0,0,0,0
303,728.328,712,14728357.43,0,0,0,0,0,0,0,0,0,0,985010672.8,168439951.5,2318501.176
304,729.349,1288,2402939.852,0,0,0,0,0,10629877.13,40828345.63,342809.6758,0,0,0,0,0
305,730.34,669,9897792.891,0,0,0,0,0,0,0,0,0,4544074.082,418908468.3,57658439.25,61417632.63
306,730.34,898,35619986.88,0,0,0,0,0,0,433550.9453,0,64764702.25,44833436.31,57314718,1690300.836,1185126.57
307,730.34,771,723417.9141,0,0,0,0,0,0,0,0,0,2934592.723,41656616.25,14682539.25,771132.5898
308,731.325,1041,204316936.1,78843.31641,0,27487.61328,0,0,10705451.61,1377130219,468844058.3,21638955.59,8256961.328,9873551.133,8370114.488,7709291.086
309,731.326,1114,6019218.826,0,0,0,0,0,4547483.375,68479188.5,2223374.484,25916.73438,60783.5293,162251.4824,0,79145.25586
310,731.348,677,3536287.609,0,0,0,0,0,0,0,0,0,1744556.537,171079986.5,5747572.293,26969379.39
311,732.358,575,3233673.648,0,0,0,0,0,0,0,0,0,0,240182839.4,13104660.32,1367599.168
312,733.318,1435,3067260.348,0,0,0,52603.96875,61664849.13,88344.00586,0,57969.5625,0,0,0,28686.75,0
313,734.354,1058,6926574.742,0,0,0,0,0,0,0,0,24687.27539,136370256.8,22032676.82,697770.3359,127069.2422
314,735.332,1531,71383132.13,0,0,0,491584863.8,318825025.7,11553427.74,8422557.664,6010520.273,2232793.531,4328098.488,6958380.063,6708317.852,3594029.26
315,736.297,699,88153254.03,0,0,0,0,0,0,0,0,122027.9141,2318205.115,3964884.535,3825472711,44970032.09
316,736.297,496,144527856.8,0,0,0,0,0,0,0,0,0,23614.4375,274962.9668,14784718.73,3476366834
317,736.298,722,130490169.6,0,0,0,0,0,0,0,0,447462.2891,2597049.754,2251719.797,460786530.8,54160091.63
318,736.33,777,307589.4727,0,0,0,0,0,0,0,0,140572.3906,913869.0156,44353474.13,2455459.551,46097473
319,737.28,672,1245583.957,22988.39063,0,0,0,0,0,25150.99023,0,745343.6055,0,0,149620087.4,30017.91016
320,737.28,859,860045.4219,0,0,0,0,0,0,0,0,0,38419247.13,573478.2832,27360.38477,0
321,737.295,495,56322191.25,0,0,0,0,0,0,0,0,0,0,48405.9082,2158276.375,1452236204
322,737.302,578,20735835.01,0,0,0,0,0,0,0,0,149681.4336,350514864,9019469.945,5185652.723,4274182.766
323,737.31,963,323575006.9,543360.3633,0,0,55905.86328,0,58108.02734,7175124.281,692320667.6,419206739,28368658.22,41702888.69,15819365.4,11371938.59
324,737.31,1000,24607806.8,0,0,0,0,0,0,5004583.086,223446406.9,9641009.566,87403.62695,674839.8613,274523.9258,126677.5254
325,737.31,1103,7459870.609,0,0,0,0,0,0,11013393.28,118437531.6,3475841.309,156643.291,642306.5508,81971.92969,29492.38086
326,737.312,1290,345082824.5,31552.21094,0,0,0,1364079411,237864139.3,28309943.28,21239263.61,10975878.11,14157095.22,29222527.75,16091828.19,12984367.82
327,738.302,496,15561991.2,83776.61719,202002.3574,79785.53906,104422.3359,90328.62891,41183.47656,86605.35352,183769.4453,235631.0977,0,71659.9375,1008932.395,399786770.5
328,739.294,880,14612986.48,0,0,0,0,0,0,677331.7559,85004668.25,4705650.195,151414671,3906843.34,688616.1621,531493.1367
329,739.319,785,121741255.9,0,0,0,0,0,0,2974614.797,24410.05273,220271400.6,94404281.44,18254172.26,6027367.254,2032773.824
330,739.319,679,7057993.383,0,0,0,0,0,0,0,0,783541.8535,115158946.3,13288595.88,2595414.133,194205.8477
331,739.319,593,149068687.2,0,0,0,0,0,0,3489539.371,35651.85156,254630558.8,8869828.133,21433390.73,53594482.63,3802883.281
332,741.29,1215,146818323.9,54881.39844,0,0,0,58105.96484,419626854.6,92102850.56,0,0,5474039.906,9238242.457,1994990.117,5362147.316
333,741.313,1178,54401263,0,0,0,0,0,0,1985481.129,825980242.3,56455090.63,5551153.813,4717396.598,733887.0898,1135387.277
334,741.313,1074,32822731.41,0,0,0,0,0,0,1370060.133,5655205.063,30206453.44,235888995.2,82792027.56,6659297.238,318635.334
335,741.313,1445,124889429.3,0,0,0,0,0,468924333.4,559652344.7,19260455.41,2544178.781,4628105.953,8234232.49,5334106.303,2566106.848
336,742.344,845,1870707.254,0,0,0,0,0,0,0,0,0,57730719.81,49940884,570437.8477,0
337,743.3,1073,3886770.363,0,0,0,0,0,0,21221382.75,50887546.25,1552587.641,0,0,0,0
338,743.323,1107,34121613.13,0,0,0,0,0,1907653.797,512028134,41475320.38,626727.2422,1632073.098,2310418.982,149425.2813,988397.3906
339,744.319,680,5541618.713,0,0,0,0,23339.625,0,0,0,0,1084629.793,988648.1934,306502806.6,8272230.523
340,744.32,606,7380232.688,0,0,0,0,0,0,0,0,0,60822.91797,433595.0117,425589798.5,1206742.016
341,744.32,537,31307045.55,0,0,0,0,0,0,0,0,0,236096.5469,346751.4961,1895871.58,820057772.1
342,745.318,1332,44446921.13,0,0,0,0,29562.6582,254213097.5,10537699.98,1505661.266,284936.3633,956711.6055,1822042.252,361012.873,720964.4121
343,747.259,672,10158149.88,0,0,0,0,0,0,0,0,0,146093796.4,3136025.191,912867.9395,0
344,747.282,617,2911297.824,0,0,0,0,0,0,0,0,0,4286052.586,104583741.3,102718617.1,666376.6523
345,747.321,681,3034371.348,0,0,0,0,151289.7129,0,960626.5859,1056421.891,56240.69531,43875194.25,4066952.883,972183.8906,33447.16797
346,747.321,773,60447046.31,0,0,0,0,0,0,3043751.719,0,108095996.9,3627359.875,5763047.613,589928.1953,130784.8262
347,748.333,938,50715402.25,0,0,0,0,25817.52344,21802.17383,3627326.473,6123137.305,9772113.465,20824746.8,3408515248,296033036.4,6859765.195
348,748.349,420,3178895.262,0,0,0,0,0,0,0,24781.39648,0,0,0,176060939.5,1420337.668
349,749.34,1230,75357862.69,0,0,0,0,0,0,2276844.938,1311679617,17458166.64,5853281.355,8705637.246,1459562.168,2000020.715
350,750.348,1040,87741289.06,0,0,0,0,0,0,0,4103895.43,67779.63867,7667846.613,4467553613,672677545.5,88049210.13
351,750.348,906,116480656.9,0,0,0,0,0,0,0,334034.2461,856432.4102,563641.0684,335679172.1,3507391117,35842282
352,750.349,1005,4700906.867,0,0,0,0,0,0,0,0,3051825.398,6170116.469,64169587.56,447921342.8,13144977.2
353,751.328,1187,66258769.13,0,0,0,0,0,231868820.4,515838567.3,7616951.586,4053373.205,5781764.73,5612054.844,794111.1641,5282533.797
354,751.328,1251,44327534.55,0,0,24585.47266,0,0,33890201.66,683497672.8,9797216.734,1745435.338,2453107.986,5520074.957,4728303.199,1819980.426
355,751.328,1376,7167797.781,0,0,0,0,46806903.06,39707946.88,85115268.13,160628.1055,102091.4316,0,214843.0215,89379.93945,34551.80859
356,751.328,1286,9443049.602,0,0,0,0,0,28723807.47,129689275.8,3212048.695,317000.918,340489.3184,1248831.494,509359.1289,454694.2695
357,753.332,773,26770303.95,0,0,0,0,0,0,457066.8477,0,48639882.88,2472371.297,6396098.453,1525704.047,100158.7539
358,753.347,1487,16369232.12,0,0,0,0,267188022.8,1763529.473,1049948.766,402649.332,41760.15234,177307.1914,709637.0977,641883.5078,171006.7676
359,756.302,527,2440796.336,0,0,0,0,0,0,0,0,0,0,107674.3711,23534.70313,71514531.63
360,757.285,870,179828895.8,196267.0117,0,0,0,0,0,7277102.641,587429.707,254898023.9,16859394.78,19797656.16,5922312.461,7116131.496
361,757.285,1197,151101708.5,0,0,0,0,3264796.352,442499026.8,289415328.4,7470294.607,1969952.889,5686522.762,12925284.38,10904268.59,4414824.898
362,758.302,594,29713908.87,0,0,0,0,0,0,0,0,582548.7852,0,0,5978022.342,884346819.1
363,758.334,639,5512797.805,0,0,0,0,0,0,0,0,0,0,0,209162.7461,194199516.3
364,758.334,771,560594.9688,0,0,0,0,0,0,0,0,0,0,66069604.69,2174353.391,0
365,758.373,1158,1384111.516,0,0,0,0,0,0,0,464155,35542.1875,9801162.168,129129409.1,3660313.734,90329.67188
366,758.373,1047,50226585.88,0,0,0,0,0,0,673660.4453,0,94667847.38,15671445.91,3326301.633,1115900.182,1157801.172
367,758.373,1257,31358525.44,0,0,0,0,0,0,5212480.453,8026696.484,64265592.5,2515817.938,4301309.977,737115.6973,630183.6035
368,759.352,1398,64165062.88,0,0,45623.3125,0,819595548.4,46924543.63,7914607.881,2688071.523,1334047.967,3827938.246,7593183.834,7576986.756,2753026.777
369,761.301,728,332795703.2,157845.3965,0,0,0,0,0,4320808.277,64196.85547,210091977.3,1612007253,826382262.1,242496657.3,21090329.49
370,761.301,805,180968691.5,37512.58203,0,0,26702.74805,0,0,10088180.58,170871.9609,285365618.5,47406706.16,175674232.3,9677988.209,4384666.588
371,761.301,595,115595975.9,46567.07813,0,0,0,0,0,6850560.758,832930.0293,218017188.3,6712299.121,14370158.08,3037382.828,18112828.85
372,762.31,746,158860208.5,27373.16016,0,0,0,0,0,1273411.074,0,76295271.77,475986467.6,201656715.6,1217309061,17060755.23
373,762.35,1083,1218641.934,0,0,27007.11328,0,0,25423.16797,0,0,480875.8066,5268483.535,91747643.13,1365446.555,0
374,763.329,1286,2071957.449,0,0,0,0,0,670851.043,80480007.25,1603187.43,59608.59961,23617.29688,98753.66016,0,0
375,764.326,827,11254965.42,0,0,0,0,0,0,0,0,0,9498459.992,1131650123,251240235.4,9431866.547
376,764.326,898,6521751.648,0,0,0,0,0,0,883441.0625,0,0,8511389.797,226928984.1,70805698.56,57194493
377,764.326,701,73756900.31,0,0,0,0,0,0,228616.7305,0,0,0,31618.53906,4746503.316,1970834790
378,764.326,992,63281780.75,0,0,0,0,0,0,1010054.701,0,93977697.75,188554702,19548094.81,6858069.047,3346365.336
379,764.366,1009,916216.4648,0,0,0,0,0,0,0,0,0,93211.34375,7138100.07,231344932.9,278927.8398
380,764.366,1174,1172484.48,0,0,0,0,0,0,0,0,0,215361.4492,383545442.4,66679691.88,1738029.166
381,764.366,1053,235470.8008,0,0,0,0,0,0,0,0,0,0,1002940.051,51401201.88,0
382,765.309,1146,342201035.9,521444.8047,0,204917.8984,0,0,92987924.25,1777666131,212449090.3,36716051.38,37489945.91,55586489,46845602,23900821.46
383,765.309,915,5984061.906,0,0,0,0,0,0,349478.2656,0,0,100906848.3,127314532.6,430777.1563,0
384,765.333,701,33987717.58,0,0,0,0,0,0,0,0,0,0,923952.5664,3138543.113,872456922.3
385,765.333,627,1599207.188,0,0,0,0,0,0,0,0,0,53939.97266,164153414,3486366.617,360584.6895
386,766.302,537,22103543.14,0,0,0,0,0,0,0,26344.42578,0,79196.18164,85942.14844,548086.4414,217346944.6
387,766.339,695,21479302.85,0,0,0,0,0,0,0,0,0,32711820.13,1311765052,6624395.781,237669887.4
388,767.321,1086,18751231.51,0,0,0,0,0,0,20183622.59,256383130.9,5140516.645,801634.9531,1911592.055,1156696.68,89563.60938
389,767.321,842,10514382.54,0,0,0,0,0,0,886763.4297,0,22947263.06,40969975.88,1553914.516,1410613.828,1089743.891
390,767.345,870,763914005.3,225819.9121,26811.57031,0,185181.8984,0,0,18055835.09,1349915.008,1234335425,39716168.56,90407044.38,69152218.88,14113684.59
391,767.345,1128,82778376.75,0,0,0,0,0,0,0,1019523737,68296137.19,5529769.988,6781881.969,865460.7969,1501049.844
392,768.334,1242,6207312.426,0,0,0,0,1717580.609,0,0,0,0,155460049.6,30417488.18,972116.9297,95591.86133
393,769.317,1638,23456420.75,0,0,0,208330200.8,261120097.1,4012395.797,2667636.992,1560122.645,537408.0625,597456.1113,1825160.941,1400298.863,814623.8008
394,771.337,1345,9595948.355,0,0,0,0,6660067.047,54213747.44,427826.1953,120462.125,0,29501.32031,386052.832,85076.19141,88724.75781
395,771.337,1439,2345188.32,0,0,0,0,57461104.88,2025258.586,79079.39844,144054.248,0,0,0,0,0
396,771.354,1462,2949145.008,0,0,0,0,50324582.19,1223997.703,1702849.32,0,0,0,0,32616.03516,0
397,771.36,1488,16973237.58,0,0,0,0,276779096.6,1300231.537,1168488.262,659571.1094,70356.88477,331903.8672,844358.3184,740883.875,47417.64063
398,771.36,1535,69303047.31,0,0,0,0,1125876473,10884784.09,5035117.566,3608174.672,559659.8438,1784922.605,3569346.918,2835011.383,1459274.375
399,772.317,597,348736.2813,0,0,0,0,0,0,0,0,0,0,0,103553328.4,262629.1719
400,772.326,896,4959864.344,0,0,0,0,0,0,0,0,0,0,21697580.51,198667229.1,1800311.043
401,772.328,1036,16315084.37,0,0,0,0,0,0,0,0,0,0,299315317.3,126620316,24036073.97
402,772.35,927,43414751.38,22532.35547,0,0,0,0,0,0,0,25511235.44,875649438.4,32111739.5,11210953.97,1175091.02
403,774.367,887,214845.0664,0,0,0,0,0,0,0,0,0,106331435,1614812.059,105846858.9,0
404,774.367,732,12256629.84,0,0,0,0,0,0,0,0,0,18901550.06,820760952.9,18061847.35,2846148.961
