row ID,row m/z,row retention time,Extract.mzXML Peak area,F_5.mzXML Peak area,F_6.mzXML Peak area,F_7.mzXML Peak area,F_8.mzXML Peak area,F_9.mzXML Peak area,F_10.mzXML Peak area,F_11.mzXML Peak area,F_12.mzXML Peak area,F_13.mzXML Peak area,F_14.mzXML Peak area,F_15.mzXML Peak area,F_16.mzXML Peak area,F_17.mzXML Peak area
405,775.294,1498,4485922.988,0,0,0,0,0,31572905,32144867.5,892177.5586,67177.82422,99625.19727,149965.3984,70080.51172,0
406,775.294,1017,1382268.977,0,0,0,0,0,0,0,58088247,0,53480.98633,27626.12109,37008.6875,0
407,776.329,854,5843894.055,0,0,0,0,0,0,279396.9785,0,197424.1094,12770110.52,442306888,7916251.766,861365.7383
408,776.363,1332,9004923.27,0,0,0,0,0,0,82473.50781,0,24181282.94,39470507,2643700.945,704153.623,184378.3477
409,777.296,454,46800674.41,30771.64844,0,0,0,0,0,0,0,0,336376235,269947791.4,34921864.88,2184639.137
410,777.296,420,3623471.047,0,0,0,0,0,0,0,0,0,27549.67578,251573708.3,65046627.5,754822.1602
411,778.304,766,20486009.23,0,0,0,0,0,0,0,0,105487.8203,29930319.21,19671459.07,872979181.7,11629369.09
412,778.304,571,4060601.238,0,0,0,0,0,0,0,0,0,0,1005272.381,915170.4688,139473464.3
413,779.323,1281,55467737.88,0,0,0,0,0,281961246.1,17428018.92,4470754.496,869634.3066,2322471.594,5834432.176,2187447.736,2161318.84
414,779.323,1413,16364063.25,0,0,0,0,38785698.25,96715475.63,434946.916,63647.88281,0,345093.6426,572278.1523,396138.4766,244026.6309
415,779.323,1377,3748386.012,0,0,0,0,55491695,1603284.527,34749.35547,266948.0938,0,0,28034.03906,0,0
416,780.353,1045,7130476.727,0,0,0,0,0,0,0,21805.48828,37275080.88,741121.2734,3246847.75,3010944.07,917550.6484
417,781.184,2245,3008909.68,1092805.344,45785747.63,20700310.38,649167.9609,22178084.44,35413920.38,592883.4453,10724906.91,46794037.75,24988659.44,0,21374790,3992675.016
418,782.191,2240,1611774.609,774625.0781,28623450.63,12058023.06,345730.9336,13078749.19,21128362.38,290244.6973,6355456.969,28290871.63,14463993.06,0,12016859.25,2344409.281
419,782.34,530,224286.7773,0,0,0,0,0,0,0,0,0,0,0,84429163.38,27125.98828
420,783.317,777,1999786.781,0,0,0,0,0,0,134317.959,0,29990.21875,7257687.662,91590814.13,4161930.516,29294
421,784.328,922,15699274.16,0,0,0,0,0,0,0,0,4599068.516,88953.93359,52346.39844,730440418.3,2920625.668
422,784.328,1131,171131.2344,0,0,0,0,0,0,0,5401868.477,234730.082,3086422.18,39219623.75,39568621.63,0
423,784.377,1127,10727379.66,0,0,0,0,0,0,0,79798428.25,7385040.666,323770.9473,540002.8555,65134.91211,59058.96289
424,785.317,1332,140433335.6,0,0,0,0,78634.47461,550653070.3,34357927.41,5166815.93,1532690.982,5130845.678,11619631.01,3846780.656,3927009.039
425,785.317,1380,15455934.63,0,0,0,0,54958.04688,65552160,6309989.914,14582788.06,209225.4082,523257.7344,1133592.805,171315.9961,259359.5547
426,785.325,643,2820542.941,0,0,0,0,0,0,0,0,0,0,0,308643.4609,108579564.1
427,786.332,726,35541012.38,0,0,0,0,0,0,0,0,0,0,28405683.92,1695970688,19658898.5
428,786.341,1179,135228.5313,0,0,0,0,0,0,0,327728.582,0,0,85886601.63,8709881.348,554264.7422
429,787.383,1647,1479410.383,0,0,0,653348.7969,26505269,731839.4219,31788.19922,27191.80273,0,0,0,0,0
430,788.344,842,2092927.938,0,0,0,0,0,0,0,0,0,73900.04688,86937179.13,166535406,1048415.213
431,789.332,870,439200689.9,1997144.102,167587.9727,0,792348.7109,0,410964.4648,22485326.94,1276578.777,591951846.5,36825875.47,71318938.13,59211342,27245757.96
432,789.332,1128,152319580.8,0,0,0,0,0,0,1461177.049,1063002044,140557459.8,15488658.47,18388523.52,3989171.367,5898812.068
433,789.332,1014,234820378.4,23513.70117,0,0,0,0,0,5348476.477,91680266.13,391585377.6,10976838.67,20996847.81,3512565.086,7391911.977
434,789.382,1742,321570.2539,0,0,39520.41406,31771774.94,33222.96094,0,25641.71875,0,0,0,0,0,0
435,790.364,587,203773.5352,0,0,0,0,0,0,0,0,0,0,50505430.75,36153773.38,513621.0352
436,791.305,606,1527582.098,0,0,0,28172.71484,0,0,0,0,0,38691847,1677603.578,0,0
437,791.305,524,3702241.234,0,0,0,0,0,0,0,0,0,61094087.81,5492489.695,2335689.984,0
438,791.323,1056,15101433.5,0,0,0,0,0,0,0,118546.2988,98431.39063,141618039.8,3578214.441,583194.5977,397719.8574
439,792.357,1045,5565086.641,0,0,0,0,0,0,0,0,0,0,46296286,250933134.8,465334659.9
440,792.357,1201,192936340.3,0,0,0,0,0,0,3817442.613,233305.1289,395576628.6,113208465.4,33035797.51,265398711.2,7014982.617
441,792.357,1322,48127425.56,0,23444.42969,0,0,0,0,25419.05469,1179222.816,62874837,73630910.13,220365461.1,164846796.9,24806624.44
442,792.357,1347,51364401.67,0,0,0,0,0,49996.9043,1195707.707,6829445.582,68273758.78,417576061.3,19388298.1,8057415.588,1850938.09
443,793.327,591,10452488.72,0,0,0,0,0,0,95183.09961,0,796647.1563,6168693.461,673165.3125,231401184.5,1576932.336
444,793.339,1532,361945458.6,356634.9082,0,0,0,1429537001,85046883,33771650.44,30703014.05,10900194.27,27690880.55,34956878.74,48990684.25,20919732.34
445,793.34,1488,239529890.5,28247.92188,0,0,0,1359697373,38799409.88,25877205.93,16329851.16,5557345.121,15167761.61,19270432.07,14797205.92,12363785.54
446,793.361,1211,86146649.5,0,0,0,26393.13867,0,0,1522928.742,55226.55664,151749422.2,36995670.79,7528472.633,2812719.059,2781763.951
447,794.333,924,13177240.71,0,0,0,0,0,0,0,0,5605793.039,126927050,6780744.047,2686127.75,320018.293
448,795.349,1535,39316281.75,0,0,0,0,169789129.3,10213617.36,4304855.043,4041877.367,1244020.336,3158381.918,3633588.352,3129553.336,2467346.555
449,797.353,1518,2712645.137,0,0,0,0,31178859,2714582.406,161649.2949,134968.959,0,0,66326.53906,26559.94141,0
450,798.311,860,2396191.941,0,0,0,0,0,0,403480.8281,0,79255.36719,10894609.66,70574453.31,97085992.5,899551.5391
451,798.366,867,44355.11328,0,0,0,0,0,0,0,23835.88867,0,2825700.844,0,72818148.88,43208.60156
452,799.296,1201,33429238.63,0,0,0,0,0,299375.4863,574791627.6,111643356.8,3545110.197,2149075.773,2507378.664,286092.166,1775117.645
453,799.339,807,3157276.078,0,0,0,0,0,0,0,0,0,0,2892892.586,229893.9551,133439130.4
454,800.347,891,11556071.3,0,0,0,0,0,0,0,0,244040.0273,2897902.334,852784331.9,53095102.48,1680020.387
455,800.347,833,0,0,0,0,0,0,0,0,0,0,0,625548713.6,8202388.094,61904234.25
456,800.382,1301,845774.9355,0,0,0,0,0,0,0,534552233.3,37662165.94,0,96139.33594,618850.0938,0
457,801.332,1179,126543178.3,28561.78516,0,0,0,0,0,290374.7344,1645348213,134331053.1,9572300.5,11777564.56,2467837.17,3243173.602
458,801.332,1016,4729827.551,0,0,0,0,0,0,0,0,6612298.133,52318433.94,33267616.63,829317.6836,0
459,802.327,736,30388157.11,0,0,0,0,0,0,0,0,0,680242.2266,100304.2422,162441759.5,742426809.8
460,802.396,1202,6550216.402,0,0,0,24978.18164,0,0,0,161678.7656,4739429.73,141103053.8,4257909.711,890415.334,32476.1543
461,802.398,1055,85540573.5,0,0,0,0,0,0,3436121.623,300391.4082,169863507,24026233.63,13075321.86,5631596.355,1457972.637
462,803.307,939,588658134.9,1620850.789,165967.4961,27441.91602,852783,0,333528.918,10970604.64,1477184.859,891086893.5,53568030.5,41938054.25,63967540.38,1189931.5
463,803.342,1102,12193402.13,0,0,0,0,0,0,0,124044337.8,17141732.48,952099.5156,1474087.297,225535.5078,101355.8242
464,805.324,625,4870020.625,0,0,0,0,0,0,0,21572.63672,25305.18945,1099386.242,254241168.5,7677393.482,278249.7422
465,805.324,715,50267846.38,0,25219.72656,0,0,0,0,1424393.885,0,52358750,312518271.1,6831284.578,11210258.78,2381455.445
466,805.341,1580,134795466.8,0,0,0,0,1702260498,16144297.26,9230067.027,5730714.561,2035523.508,4188876.539,9221124.988,9889134.086,3091001.293
467,806.335,1158,33837739.88,0,0,0,0,0,0,515708.8125,581569.2207,122559092.4,145018628.1,14816487.6,6305113.387,1365442.41
468,806.335,941,1152870.961,0,0,0,0,0,0,0,0,400184.7734,198033037.4,395324240.3,73932139,76994012.5
469,806.335,1061,341211954.3,0,0,0,0,0,0,6605943.395,264677.1133,599271275.1,47368648.38,212903496.6,41040558.25,6971695.617
470,807.357,1630,15989629.13,0,0,0,59870.7793,213871510.9,2737745.602,961679.2148,738713.5039,169746.3516,269194.7695,1208399.908,965109.1094,331424.957
471,809.359,1230,39721084,0,0,0,26764.19922,0,0,1500470.059,796731997.4,9138557.035,2839322.434,3467114.77,642391.1641,996072.8555
472,810.33,977,187048.6172,0,0,0,0,0,0,0,0,0,0,39680898.88,314303.7891,0
473,814.337,1299,1117791.945,0,0,0,0,0,0,894012.4688,0,116402.7109,54132126,61163889.13,61991561.75,9311937.27
474,814.337,1348,17237953.99,0,23641.46875,0,0,0,0,230302.4961,1021202.508,27972932.39,96880737.56,10303923.8,4191018.658,1454850.951
475,814.337,1061,0,30095.41797,0,0,0,0,0,0,0,0,0,0,283939.5234,110851662.3
476,814.337,1192,3985676.273,0,0,0,0,0,0,0,0,102773872.9,17269654.34,4164355.734,43648105.25,1745790.68
477,814.363,1043,490825392.3,27649.875,0,0,0,0,0,0,0,62715.6582,6655913932,917337197.8,99293836.63,11628028.15
478,815.347,1316,12507432.94,0,0,0,0,0,0,62381987.38,233158981.8,2888404.43,16962271.07,11012627.84,5243332.129,4093288.953
479,815.364,1045,231270675.1,29764.94922,0,0,0,0,0,0,0,0,3163016191,434125415.6,46278228.32,5261900.57
480,816.342,843,1656265.727,0,0,0,0,0,0,0,0,0,0,0,232586064.9,3272526.523
481,816.378,1000,77711325.88,0,0,47808.59766,0,0,0,0,0,22278582.82,1314512115,128758243.4,19065078.62,3364762.957
482,817.321,1105,8741526.969,0,0,0,0,0,0,0,46569585.38,45881158.38,874023.625,1913470.563,1443471.055,0
483,817.357,1386,25087689.16,0,0,0,0,1754263.346,121505946.8,3534937.813,805315.2305,0,580616.2969,1180666.926,708973.1582,408683.5352
484,819.295,1310,1000788.047,0,0,0,0,0,296242.5879,49243544.38,127983.5234,0,0,0,0,0
485,819.303,582,102660935,35790.59375,0,0,0,0,0,0,0,4401801.516,684046872.7,40949989.34,10623591.22,3318721.842
486,819.356,1667,2007536.848,0,0,0,0,51086218.63,53352.26953,0,0,0,0,0,0,0
487,820.349,1210,111459382,0,0,0,0,0,0,2896345.34,766788.541,246688275.9,8186262.613,11984425.6,2818208.436,2792144.025
488,820.349,1101,4227020.977,0,0,0,0,0,0,26189.95703,174928.0352,3849785.43,76042648.81,5214034.094,2045735.393,0
489,822.332,796,8014787.609,0,0,0,0,0,0,0,0,0,0,350776582.8,224095749.3,6580251.039
490,822.333,860,2140873.625,0,0,0,0,0,0,0,0,0,1671510.1,97666532.75,19248800.97,1216037.668
491,822.333,891,2262157.523,0,0,0,0,0,0,0,0,0,966388.0039,162271153.8,11957163.11,186928.793
492,822.368,949,10470629.21,0,0,0,0,25386.10938,0,0,0,99322.35156,3274948.844,6987994.828,520489675.1,7654893.531
493,822.368,1275,15655148.7,0,0,0,0,0,0,112463.834,156191545.6,14706229.36,1559484.35,2456228.496,616386.6445,533212.6543
494,823.313,1180,121132187.9,400430.168,0,0,0,0,0,4013283.973,1166494597,372432450.4,34547430,34089592.18,16500575.27,11571259.88
495,823.314,1077,112651570.1,0,0,0,0,0,0,928400.1465,1702166.371,104839464.9,603157394.6,243231222.9,14421844.02,2143864.145
496,824.377,1038,20617826.63,0,0,0,0,0,0,36174.78906,0,98949193,1726046.084,607949.4063,1949172.816,898959.9453
497,825.33,917,69454214.5,0,0,0,0,0,0,0,0,707000.2402,87983961.25,1329013.135,3209256.023,0
498,825.364,1571,16658715.72,0,0,0,0,131105.75,112488645.1,22131806.56,12556199.14,1003536.393,583541.1309,871669.3926,814468.543,402087.0469
499,826.339,1190,19780653.07,0,0,0,0,0,0,0,188556.2813,0,55363.28906,190977061.9,1030853474,7696249.074
500,826.383,1228,20178587.89,0,0,0,0,0,0,966390.4141,137641844.9,3877561.473,1582208.205,1884643.338,252768.875,331965.2852
501,827.327,1578,511212935.4,826056.2656,0,0,39847.27344,1449795398,94492424.13,60378009.38,37640752.56,24283358.25,43460410.09,73269989.25,78532955.63,37375129.96
502,827.336,687,9813356.313,0,0,0,0,0,0,0,0,0,0,0,0,323692960.9
503,827.336,905,12873901.04,0,0,0,0,0,0,0,0,0,9750539.563,286801.6035,224116.5762,480495086.5
504,828.318,1067,53780731.63,0,0,0,0,0,0,660877.1406,25149.54688,95696949.13,2328348.625,11180787.38,1465550.777,614330.7461
505,828.381,1208,4121176.313,0,0,0,0,0,0,0,2357442.578,197513.8555,162239494.6,190728.2031,0,0
506,828.381,1169,6296389.008,0,0,0,0,0,0,0,0,6929738.539,146484128.1,2739717.277,722723.8496,0
507,828.417,1540,8538551.598,0,0,0,0,244550.1484,7196004.961,183208095.5,2518027.469,106978.125,176954.3945,411309.8555,278184.8613,0
508,829.363,1445,102085372.4,0,0,0,0,0,383523221.9,450207580.9,15652624.9,2231697.113,4639886.195,7652268.266,5632459.801,1863786.977
509,830.357,981,111208943.5,0,0,0,0,0,0,0,0,0,2944648.773,270139381.9,2729340963,33701339.25
510,831.343,1228,293220113.6,250142.1563,0,0,0,0,0,13165020.94,1528992240,88172039.25,35012059.31,51324386.5,12267911.35,17173716.46
511,832.34,1230,125296019.3,96915.88867,0,0,0,0,0,5947020.922,661464403.9,41555493.48,15933282.21,20889906.75,4495799.453,9592608.063
512,834.368,1269,126623374.9,0,0,0,0,0,0,1996246.801,0,241889562,8490931.957,313208843.6,1738788.521,2433726.805
513,834.368,1463,25466459.34,0,0,0,0,0,0,516583.0645,854100.6563,53081653.75,1559091.432,2591606.824,1055623.871,236792.2227
514,834.368,1314,6830116.18,0,0,0,0,0,0,535724.1484,1988346.922,1465130.297,98247535.38,280140207.6,3271471.875,638396.6016
515,836.31,908,854200.3164,0,0,0,0,0,0,0,0,0,0,0,97835037,14711943.39
516,836.347,945,757560.1289,0,0,0,0,0,0,0,0,0,0,97204904.63,4978324.141,58159.48828
517,836.347,1047,97002807,77327.60938,0,0,0,0,0,0,0,30210.50391,560884142.6,85374355.75,18853779.67,7148179.934
518,836.384,1150,80599739.25,0,0,0,0,0,25936.67969,3654379.508,433819.2227,180479968.4,6590318.191,12971392.51,2286007.914,1735320.324
519,836.384,1281,5268787.805,0,0,0,0,0,0,0,0,2191574.773,140065184.3,6207719.211,824856.2188,96265.92188
520,837.326,1315,49138549.25,0,0,0,0,22067.98633,0,253094522.5,730861205.9,11868153.93,3248227.465,4033344.238,2742875.977,2407726.02
521,838.361,1006,51514359.13,0,0,0,0,0,0,0,0,17697288.1,373080912.6,31695994.94,2081281.141,4375960.184
522,839.307,769,9587867.316,0,0,0,0,0,0,0,0,0,160870670.1,7256308.953,0,0
523,840.318,1202,8563639.434,0,0,0,0,0,0,0,2367432.984,78135.33398,20897214.7,765303836.3,29384062.96,1602540.217
524,840.319,1120,73471793.13,0,0,0,0,0,0,1346276.57,0,144221584.6,43945552.69,11267582.13,3377341.221,1500978.545
525,840.355,1282,127865.3086,0,0,0,0,0,0,0,1362910.719,61945.8418,39748.00781,2170391.133,86609055.5,33915.52344
526,841.313,671,83408360.88,0,0,0,0,0,0,0,0,0,1340570.789,112434.9668,248751.8594,2675999434
527,841.341,1668,26132237.32,0,0,0,0,295294781.8,3119498.008,1240980.406,1251237.285,307295.957,822050.5215,2117459.121,1943750.938,554599.8945
528,841.35,832,11013676.61,0,0,0,0,0,0,0,0,0,0,0,244241.6504,618559299.6
529,841.526,2246,136976.0078,0,54151148.75,65082.29883,0,0,0,0,0,0,0,0,0,0
530,844.374,1102,1188327.623,0,0,0,0,0,0,0,0,0,126717.0742,266574464.7,48243672,815256.4219
531,844.411,1331,116767426.3,0,0,0,0,0,0,2112476.766,225035448.6,205077421.6,5011120.391,9313967.59,2714883.992,2256138.201
532,845.357,1344,3391357.516,0,0,0,0,0,0,124934436.8,166919736.6,350088.2344,86488.22656,798911.1094,461432.0273,28528.18164
533,845.395,1625,3694601.508,0,0,0,0,69761.33789,0,60026446.25,17705151.5,0,33391.01172,118318.4102,58179.55664,0
534,848.328,1185,438115.4883,0,0,0,0,0,0,0,0,0,0,23118586.72,144019197.9,1529169.691
535,848.346,1092,832459.0898,0,0,0,0,0,0,0,0,0,90055250.5,107380865.7,992329.4434,0
536,848.347,1173,1493166.305,0,0,0,0,0,0,0,0,20595.69922,66253646.75,26741365.92,75380.32031,28148.28125
537,849.346,708,63705061.75,0,0,0,0,0,0,0,0,0,0,0,3139476.984,2222843881
538,850.357,1209,997564.082,25116.37891,0,0,0,0,0,0,0,0,46841240.19,728989.4414,0,25650.73828
539,850.395,1540,3261643.063,29072.68555,0,0,25806.05859,0,3571779.027,85605334.13,2693991.809,230123.6758,273891.334,361403.2656,240113.0762,104893.0547
540,851.342,1442,518258908.4,528191.5195,0,0,0,23162.5918,1135016141,1175068887,120356067.4,28212717.38,37596403.03,40749194.38,53015690.5,20550968.82
541,852.337,970,9774369.859,0,0,0,0,0,0,0,0,0,299811.6113,31062089.86,275728627.7,4450713.957
542,856.348,1313,3352271.918,0,0,0,0,0,0,0,37262.32422,753797.6328,62673063.81,115881136.6,2629865.168,764389.6641
543,856.348,1463,17375397.37,0,0,0,0,0,0,94660.30078,478921.3867,48599651,2502156.305,2912577.734,1859716.281,608376.125
544,856.348,1245,37912501.32,0,0,0,0,0,0,28906.20703,0,89051233.38,6491569.121,10784072.59,2940657.613,2488505.273
545,858.369,1147,10383332.98,23455.00391,0,0,0,24681.8457,0,0,0,96051257.19,6238446.957,7398674.43,2187393.914,3049323.035
546,858.369,1280,1032356.58,0,0,0,0,0,0,0,0,1526339.938,63707443.13,4109234.094,215779.1328,286671.4102
547,861.312,1574,8153229.648,0,0,0,0,13088706.77,40506000.25,717129.7852,424609.4941,83664.85547,452599.4707,334289.5547,327980.0195,265696.5547
548,861.321,789,15042819.46,0,0,0,0,0,0,0,0,63704.55078,1164654.465,0,124405.75,506978434.3
549,861.322,975,1318744.822,0,0,0,0,0,0,0,0,0,24642.61133,0,65534.02344,62696725.63
550,863.36,804,6141608.996,0,0,0,0,0,0,0,0,0,0,0,285274287.8,105498518.4
551,864.338,971,1080560.445,0,0,0,0,0,0,0,28876.96875,0,0,68409187.94,217158654,2012318.055
552,864.338,1014,5720494.102,0,0,0,0,0,0,0,0,0,15367880.73,84726421.94,14974614.94,1569144.656
553,864.34,1075,17414425.21,0,0,0,0,0,0,24538.54688,211196.0957,0,73119978.75,711115626.6,325996220.6,9544990.701
554,865.357,1540,20944284.41,0,0,0,0,604782.6641,135450280.8,12703791.27,1482787.789,225602.7969,753304.8848,1481424.166,1105321.068,480420.416
555,865.359,1394,1930869.648,0,0,0,0,0,2679935.434,38068343.5,627212.4883,66175.41406,0,50403.73438,0,0
556,866.393,1330,53502817.66,39225.91406,0,0,221460.5625,30757.43945,70906.10547,421177.377,75593987.38,131588324.1,5549206.949,9757172.805,3483386.828,2825210.75
557,867.381,1626,24017807.09,0,0,0,0,25329.49219,851882.0781,184134988.5,70619758.25,1785470.115,211421.5703,989107.4141,712502.1406,269059.0215
558,868.356,1418,9908985.156,0,0,0,0,0,0,0,103459935.4,280013.8574,29340669.82,716098908.1,48375547.63,1449574.828
559,869.352,941,212183645.9,0,0,0,0,0,0,0,0,0,0,0,8722667.98,7184516227
560,869.392,1670,7943880.875,0,0,0,0,28277618.63,49839618.25,662368.6563,80413.23438,0,165375.582,270758.3828,260909.7813,96626.82813
561,870.361,1433,984120.5117,0,0,0,0,0,0,0,162644.0586,0,6381033.852,117781604.8,7896104.094,1178499.578
562,872.373,933,260050.9844,0,0,0,0,0,0,0,0,0,0,0,75596813.88,0
563,872.373,867,1000952.211,0,0,0,0,0,23869.74805,0,0,0,0,4126391.027,228570885,540179.6406
564,874.363,1337,1645619.887,0,0,0,0,0,0,0,0,0,57349482.13,985484.8398,41678.96094,27492.52148
565,881.32,878,16914947.32,0,0,0,0,0,0,0,0,5909155.211,241521829,6553545.33,1203256.535,872313.8164
566,882.33,1231,15187053.31,0,0,0,0,0,0,0,0,17639173.81,63911608.31,2208280.188,203207.7539,100403.498
567,883.33,776,46373277.63,0,0,0,0,0,0,0,0,0,218882.8457,971767.2617,769669.6172,1760217066
568,883.36,1084,42920887.88,0,0,0,0,0,0,0,0,0,0,0,3567718.309,1714668667
569,884.403,1197,1396644.496,0,0,0,0,0,0,0,0,0,0,146308064.3,77820829.13,157917.1953
570,885.328,1499,29288247.38,0,0,0,0,0,162034809.3,167661765.1,10328618.43,681241.6504,1498173.625,2228604.668,2029923.781,801228.2148
571,890.336,1433,3162983.645,0,0,0,0,0,0,0,1342284.494,290135.0313,33896555.79,162459277.3,36665547.27,1819869.445
572,890.376,857,0,0,0,0,0,0,0,0,0,0,0,269472.9082,86578275.25,231793.5234
573,891.33,941,12116549.99,29445.39063,0,0,0,0,0,0,0,0,0,0,532073.4473,256963419.8
574,892.407,1610,9624545.582,0,0,0,0,28257.08203,0,0,0,6888435.773,176851226.6,3796935.133,1483189.01,141751.1992
575,893.416,1609,4825452.668,0,0,0,0,0,0,0,0,3201062.32,90578789,1710198.379,766878.918,31797.48828
576,894.426,1631,3563192.762,0,0,0,0,0,0,0,907450.2813,3838431.078,48982216.75,1055157.164,360196.291,0
577,895.374,1424,2238348.344,0,0,0,0,0,27703.54688,49793621.38,11183782.39,30713.48438,0,0,0,0
578,895.407,1768,27447941.31,0,0,0,0,157919062,86062925.44,1558382.615,996322.8281,83620.67969,666442.1387,1427444.266,1663659.381,323687.0801
579,897.375,1333,1044449.988,0,0,0,0,0,0,0,0,0,0,0,1514510.121,45745363.31
580,903.335,1024,30550615.71,0,0,0,0,0,24721.77344,0,0,0,0,0,0,1013178521
581,905.349,1085,10349738.21,0,0,0,0,0,28569.09375,0,0,0,0,0,102358.8613,161879179
582,906.39,1200,1727922.279,0,0,0,0,0,0,0,0,0,76632.82031,152108879.6,85458140,955319.2969
583,914.392,1610,9702100.027,0,0,0,0,0,0,0,0,10365431.14,144878138.1,5787584.031,2599564.736,547201.1035
584,916.412,1631,2784933.707,0,0,0,0,0,0,0,685796.9141,4787811.688,37681163,1337138.004,273364.0859,0
585,927.391,1213,0,0,0,0,0,0,0,0,0,24264.46094,0,324362.9102,43823537.88,27239.42773
586,983.559,1688,20688288.55,218517.541,1984788506,10330596.5,188105.7598,146742.8203,144823.7656,76445.86719,62185.83398,0,0,40811.48438,84880.92773,0
587,987.593,1777,502689.8203,0,379780262,311336.541,0,0,0,0,0,0,0,0,0,0
